State,Reporting period,Release date,Metric name ,Data Type,Value 
AZ,202306,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,21113
AZ,202306,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,52087
AZ,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,0
AZ,202306,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6853
AZ,202306,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.5942
AZ,202306,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.0911
AZ,202306,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3147
AZ,202306,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0908
AZ,202306,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2239
AZ,202306,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0
AZ,202305,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,207542
AZ,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,130592
AZ,202305,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,108167
AZ,202305,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,22425
AZ,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,76950
AZ,202305,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,19782
AZ,202305,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,57168
AZ,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,0
AZ,202305,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6292
AZ,202305,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.5212
AZ,202305,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.1081
AZ,202305,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3708
AZ,202305,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0953
AZ,202305,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2755
AZ,202305,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0
AZ,202304,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,230588
AZ,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,162693
AZ,202304,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,149144
AZ,202304,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,13549
AZ,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,67895
AZ,202304,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,19888
AZ,202304,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,48007
AZ,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,0
AZ,202304,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.7056
AZ,202304,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.6468
AZ,202304,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.0588
AZ,202304,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.2944
AZ,202304,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0862
AZ,202304,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2082
AZ,202304,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0
AZ,202303,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,
AZ,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,
AZ,202303,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,
AZ,202303,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,
AZ,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,
AZ,202303,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,
AZ,202303,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,
AZ,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,
AZ,202303,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,
AZ,202303,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,
AZ,202303,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,
AZ,202303,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,
AZ,202303,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,
AZ,202303,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,
AZ,202303,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,
CA,202403,202410,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1234466
CA,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,919402
CA,202403,202410,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,787300
CA,202403,202410,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,132102
CA,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,121749
CA,202403,202410,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,24639
CA,202403,202410,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,97110
CA,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,193315
CA,202403,202410,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.7448
CA,202403,202410,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.6378
CA,202403,202410,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.107
CA,202403,202410,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.0986
CA,202403,202410,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.02
CA,202403,202410,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0787
CA,202403,202410,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1566
CA,202402,202409,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1170166
CA,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,862568
CA,202402,202409,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,730877
CA,202402,202409,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,131691
CA,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,108189
CA,202402,202409,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,20599
CA,202402,202409,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,87590
CA,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,199409
CA,202402,202409,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.7371
CA,202402,202409,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.6246
CA,202402,202409,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.1125
CA,202402,202409,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.0925
CA,202402,202409,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0176
CA,202402,202409,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0749
CA,202402,202409,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1704
CA,202401,202408,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1018735
CA,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,770327
CA,202401,202408,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,668825
CA,202401,202408,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,101502
CA,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,80312
CA,202401,202408,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,15636
CA,202401,202408,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,64676
CA,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,168096
CA,202401,202408,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.7562
CA,202401,202408,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.6565
CA,202401,202408,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.0996
CA,202401,202408,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.0788
CA,202401,202408,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0153
CA,202401,202408,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0635
CA,202401,202408,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.165
CA,202312,202407,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1208535
CA,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,913640
CA,202312,202407,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,781853
CA,202312,202407,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,131787
CA,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,131331
CA,202312,202407,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,59188
CA,202312,202407,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,72143
CA,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,163564
CA,202312,202407,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.756
CA,202312,202407,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.6469
CA,202312,202407,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.109
CA,202312,202407,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1087
CA,202312,202407,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.049
CA,202312,202407,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0597
CA,202312,202407,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1353
CA,202311,202406,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1013058
CA,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,538201
CA,202311,202406,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,300776
CA,202311,202406,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,237425
CA,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,233941
CA,202311,202406,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,65446
CA,202311,202406,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,168495
CA,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,240916
CA,202311,202406,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.5313
CA,202311,202406,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.2969
CA,202311,202406,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2344
CA,202311,202406,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.2309
CA,202311,202406,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0646
CA,202311,202406,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1663
CA,202311,202406,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.2378
CA,202310,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1012026
CA,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,611674
CA,202310,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,377976
CA,202310,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,233698
CA,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,197181
CA,202310,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,60305
CA,202310,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,136876
CA,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,203171
CA,202310,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6044
CA,202310,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3735
CA,202310,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2309
CA,202310,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1948
CA,202310,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0596
CA,202310,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1352
CA,202310,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.2008
CA,202309,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1026909
CA,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,609338
CA,202309,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,360021
CA,202309,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,249317
CA,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,214756
CA,202309,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,60845
CA,202309,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,153911
CA,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,202815
CA,202309,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.5934
CA,202309,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3506
CA,202309,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2428
CA,202309,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.2091
CA,202309,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0593
CA,202309,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1499
CA,202309,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1975
CA,202308,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,995322
CA,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,614842
CA,202308,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,352779
CA,202308,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,262063
CA,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,225507
CA,202308,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,58505
CA,202308,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,167002
CA,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,154973
CA,202308,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6177
CA,202308,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3544
CA,202308,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2633
CA,202308,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.2266
CA,202308,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0588
CA,202308,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1678
CA,202308,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1557
CA,202307,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1035947
CA,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,637036
CA,202307,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,346329
CA,202307,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,290707
CA,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,235378
CA,202307,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,46085
CA,202307,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,189293
CA,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,163533
CA,202307,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6149
CA,202307,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3343
CA,202307,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2806
CA,202307,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.2272
CA,202307,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0445
CA,202307,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1827
CA,202307,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1579
CA,202306,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,1022294
CA,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,675935
CA,202306,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,358921
CA,202306,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,317014
CA,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,243256
CA,202306,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,48344
CA,202306,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,194912
CA,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,103103
CA,202306,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6612
CA,202306,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3511
CA,202306,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.3101
CA,202306,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.238
CA,202306,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0473
CA,202306,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.1907
CA,202306,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.1009
CA,202305,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,
CA,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,
CA,202305,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,
CA,202305,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,
CA,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,
CA,202305,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,
CA,202305,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,
CA,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,
CA,202305,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,
