window,window_role,feature_family,outcome,outcome_role,group_label,pre_rows,pre_weight,pre_rate,pre_event_weight,unwinding_rows,unwinding_weight,unwinding_rate,unwinding_event_weight,pre_rank_high,unwinding_rank_high,rank_delta,rate_change
mature_jun_oct_2023,sensitivity,household_child_group,broad_exit_persistent_uninsured_h2,primary_harm,household_no_child,30055,237444865.6676095,0.00138203,328155.6386238,14739,126553271.56296735,0.00290397,367507.1727282,1,2,1.0,0.00152194
mature_jun_oct_2023,sensitivity,household_child_group,broad_exit_resolved_insured_h2,contrast_resolution,household_has_child,49949,453145270.8264668,0.00166303,753593.6860408,21647,220215683.318797,0.00431061,949264.8716291,2,2,0.0,0.00264759
mature_jun_oct_2023,sensitivity,household_child_group,broad_exit_resolved_insured_h2,contrast_resolution,household_no_child,30055,237444865.6676095,0.00212534,504652.0057115,14739,126553271.56296735,0.00462572,585400.5336854,1,1,0.0,0.00250038
mature_jun_oct_2023,sensitivity,household_child_group,medicaid_exit_to_uninsured_next,benchmark_harm,household_has_child,50036,454154258.0941591,0.00137225,623211.1558786,21693,220802379.1804388,0.0039385,869630.4351042,2,1,-1.0,0.00256626
mature_jun_oct_2023,sensitivity,household_child_group,medicaid_exit_to_uninsured_next,benchmark_harm,household_no_child,30127,238232131.80650753,0.00137746,328155.6386238,14784,127127584.32153064,0.00289085,367507.1727282,1,2,1.0,0.00151339
mature_jun_oct_2023,sensitivity,noncitizen_group,persistent_uninsured_h2,primary_harm,citizen,75274,653978690.7500229,0.00136789,894571.5516925,33699,322968588.27960604,0.00335753,1084375.504459,1,1,0.0,0.00198964
mature_jun_oct_2023,sensitivity,noncitizen_group,persistent_uninsured_h2,primary_harm,noncitizen,4730,36611445.7440535,0.00105054,38461.8076506,2687,23800366.6021583,0.00324256,77174.1658494,2,2,0.0,0.00219202
mature_jun_oct_2023,sensitivity,noncitizen_group,broad_exit_persistent_uninsured_h2,primary_harm,citizen,75274,653978690.7500229,0.00136789,894571.5516925,33699,322968588.27960604,0.00339024,1094939.92426,1,1,0.0,0.00202235
mature_jun_oct_2023,sensitivity,noncitizen_group,broad_exit_persistent_uninsured_h2,primary_harm,noncitizen,4730,36611445.7440535,0.00105054,38461.8076506,2687,23800366.6021583,0.00324256,77174.1658494,2,2,0.0,0.00219202
mature_jun_oct_2023,sensitivity,noncitizen_group,broad_exit_resolved_insured_h2,contrast_resolution,citizen,75274,653978690.7500229,0.00191812,1254407.3605551,33699,322968588.27960604,0.00463876,1498173.7175707,1,1,0.0,0.00272064
mature_jun_oct_2023,sensitivity,noncitizen_group,broad_exit_resolved_insured_h2,contrast_resolution,noncitizen,4730,36611445.7440535,0.00010484,3838.3311972,2687,23800366.6021583,0.00153324,36491.6877438,2,2,0.0,0.0014284
mature_jun_oct_2023,sensitivity,noncitizen_group,medicaid_exit_to_uninsured_next,benchmark_harm,citizen,75429,655731043.1614264,0.00139219,912904.9868518,33789,324124296.89014566,0.00357876,1159963.441983,1,1,0.0,0.00218657
mature_jun_oct_2023,sensitivity,noncitizen_group,medicaid_exit_to_uninsured_next,benchmark_harm,noncitizen,4734,36655346.7392402,0.00104928,38461.8076506,2688,23805666.6118238,0.00324184,77174.1658494,2,2,0.0,0.00219256
mature_jun_oct_2023,sensitivity,pov_band,persistent_uninsured_h2,primary_harm,pov_1_2,23651,200708609.17840105,0.00107008,214773.7722123,9968,94288745.1590717,0.00285871,269544.0968294,3,3,0.0,0.00178863
mature_jun_oct_2023,sensitivity,pov_band,persistent_uninsured_h2,primary_harm,pov_2_4,19187,171419502.9986319,0.00138984,238244.9171034,9616,92954851.7903552,0.00505123,469536.6462568,2,1,-1.0,0.0036614
mature_jun_oct_2023,sensitivity,pov_band,persistent_uninsured_h2,primary_harm,pov_4_plus,9055,82362389.49881707,0.00100809,83028.3712681,4528,48705450.60945202,0.00425341,207164.0247803,4,2,-2.0,0.00324532
mature_jun_oct_2023,sensitivity,pov_band,persistent_uninsured_h2,primary_harm,pov_lt_1,27777,232397964.96298125,0.00170822,396986.2987593,12153,109730601.8726468,0.00196212,215304.9024419,1,4,3.0,0.00025391
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_persistent_uninsured_h2,primary_harm,pov_1_2,23651,200708609.17840105,0.00107008,214773.7722123,9968,94288745.1590717,0.00285871,269544.0968294,3,3,0.0,0.00178863
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_persistent_uninsured_h2,primary_harm,pov_2_4,19187,171419502.9986319,0.00138984,238244.9171034,9616,92954851.7903552,0.00516488,480101.0660578,2,1,-1.0,0.00377505
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_persistent_uninsured_h2,primary_harm,pov_4_plus,9055,82362389.49881707,0.00100809,83028.3712681,4528,48705450.60945202,0.00425341,207164.0247803,4,2,-2.0,0.00324532
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_persistent_uninsured_h2,primary_harm,pov_lt_1,27777,232397964.96298125,0.00170822,396986.2987593,12153,109730601.8726468,0.00196212,215304.9024419,1,4,3.0,0.00025391
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_resolved_insured_h2,contrast_resolution,pov_1_2,23651,200708609.17840105,0.00082275,165133.8170379,9968,94288745.1590717,0.00491144,463093.4493059,3,3,0.0,0.00408869
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_resolved_insured_h2,contrast_resolution,pov_2_4,19187,171419502.9986319,0.00366053,627486.5355399,9616,92954851.7903552,0.00636463,591623.302467,1,2,1.0,0.0027041
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_resolved_insured_h2,contrast_resolution,pov_4_plus,9055,82362389.49881707,0.00333839,274957.4587247,4528,48705450.60945202,0.00693781,337909.3928379,2,1,-1.0,0.00359943
mature_jun_oct_2023,sensitivity,pov_band,broad_exit_resolved_insured_h2,contrast_resolution,pov_lt_1,27777,232397964.96298125,0.00082044,190667.8804498,12153,109730601.8726468,0.00129444,142039.2607037,4,4,0.0,0.000474
mature_jun_oct_2023,sensitivity,pov_band,medicaid_exit_to_uninsured_next,benchmark_harm,pov_1_2,23689,201185297.0192013,0.00109484,220266.6798153,9987,94503764.5151873,0.0028522,269544.0968294,4,3,-1.0,0.00175736
mature_jun_oct_2023,sensitivity,pov_band,medicaid_exit_to_uninsured_next,benchmark_harm,pov_2_4,19222,171769105.0924421,0.00138701,238244.9171034,9642,93331246.2716163,0.00584075,545124.5837808,2,1,-1.0,0.00445374
mature_jun_oct_2023,sensitivity,pov_band,medicaid_exit_to_uninsured_next,benchmark_harm,pov_4_plus,9112,83024321.88957547,0.00111523,92591.2328112,4546,48944917.88917363,0.0042326,207164.0247803,3,2,-1.0,0.00311736
mature_jun_oct_2023,sensitivity,pov_band,medicaid_exit_to_uninsured_next,benchmark_harm,pov_lt_1,27804,232646759.8909986,0.00172048,400263.9647725,12180,110054447.89905933,0.00195635,215304.9024419,1,4,3.0,0.00023587
mature_jun_oct_2023,sensitivity,snap_group,persistent_uninsured_h2,primary_harm,snap_no,49990,434460678.4542274,0.00125668,545980.1459986,24177,233126089.41216403,0.00401981,937122.3484659,2,1,-1.0,0.00276312
mature_jun_oct_2023,sensitivity,snap_group,persistent_uninsured_h2,primary_harm,snap_yes,30014,256129458.03984892,0.00151116,387053.2133445,12209,113642865.4696003,0.00197485,224427.3218425,1,2,1.0,0.00046369
mature_jun_oct_2023,sensitivity,snap_group,broad_exit_persistent_uninsured_h2,primary_harm,snap_no,49990,434460678.4542274,0.00125668,545980.1459986,24177,233126089.41216403,0.00406513,947686.7682669,2,1,-1.0,0.00280844
mature_jun_oct_2023,sensitivity,snap_group,broad_exit_persistent_uninsured_h2,primary_harm,snap_yes,30014,256129458.03984892,0.00151116,387053.2133445,12209,113642865.4696003,0.00197485,224427.3218425,1,2,1.0,0.00046369
mature_jun_oct_2023,sensitivity,snap_group,broad_exit_resolved_insured_h2,contrast_resolution,snap_no,49990,434460678.4542274,0.00235617,1023661.2919893,24177,233126089.41216403,0.00582023,1356846.9117653,1,1,0.0,0.00346406
mature_jun_oct_2023,sensitivity,snap_group,broad_exit_resolved_insured_h2,contrast_resolution,snap_yes,30014,256129458.03984892,0.00091588,234584.399763,12209,113642865.4696003,0.00156471,177818.4935492,2,2,0.0,0.00064883
mature_jun_oct_2023,sensitivity,snap_group,medicaid_exit_to_uninsured_next,benchmark_harm,snap_no,50114,435910320.81780165,0.00127444,555543.0075417,24245,234064018.73013183,0.00432664,1012710.2859899,2,1,-1.0,0.00305219
mature_jun_oct_2023,sensitivity,snap_group,medicaid_exit_to_uninsured_next,benchmark_harm,snap_yes,30049,256476069.08286497,0.00154332,395823.7869607,12232,113865944.7718376,0.00197098,224427.3218425,1,2,1.0,0.00042766
