source_group,year,file_type,source_page_url,direct_download_url,local_path,file_format,http_status,download_success,file_size_bytes,checksum_sha256,date_downloaded,notes,container_member,sheet_name,member_file_size_bytes,member_compressed_size_bytes,tabular_format,rows,columns,column_names,sample_rows_path,read_success
oep_puf,2022,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-level-public-use-file.zip,zip,200,True,224915,3320838bbb87b547efed0677b63302e2e783d70730dd1a732d69972b73890230,2026-05-26T16:38:34+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP State-Level Public Use File.xlsx,(10) BHP,87026,77943,xlsx,4,14,"State Name|State Abbr.|Platform|Basic Health Program (BHP) Plan Enrollment |BHP, New Enrollee|BHP, Re-enrollee|Age < 18|Age 18-25|Age 26-34|Age 35-44|Age 45-54|Age ≥55|Male|Female",outputs\sample_rows\oep_puf_2022_State-Level_OEP_PUF_2022_OEP_State-Level_Public_Use_File.xlsx__10_BHP.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Read with pandas chunked CSV inspection.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.csv",,89051,22158,csv,324,62,State_Abrvtn|Pltfrm|Metal_Lvl|Enrlmt_Stus|Cnsmr|Avg_Prm|Avg_Prm_Aftr_APTC|Cnsmr_Prm_Aftr_APTC_LTEQ10|Cnsmr_Wth_APTC_CSR|CSR_Cnsmr|CSR_Cnsmr_73|CSR_Cnsmr_87|CSR_Cnsmr_94|CSR_Cnsmr_AIAN|APTC_Cnsmr|APTC_Cnsmr_Avg_APTC|APTC_Cnsmr_Avg_Prm_Aftr_APTC|Age_0_17|Age_18_25|Age_26_34|Age_35_44|Age_45_54|Age_55_64|Age_GE65|Male|Female|Hspnc_Yes|AIAN_NonHspnc|ASN_NonHspnc|NHPI_NonHspnc|BLACK_NonHspnc|WHT_NonHspnc|Othr_Race_NonHspnc|Mlt_Race_NonHspnc|Unk_Race_Ethncty|AIAN|ASN|NHPI|BLACK|WHT|Othr_Race|Mlt_Race|Unk_Race|Hspnc_No|Unk_Ethncty|Rrl|Non_Rrl|Ctstrphc|Brnz|Slvr|Gld|Pltnm|FPL_LT100|FPL_100_138|FPL_100_150|FPL_150_200|FPL_200_250|FPL_250_300|FPL_300_400|FPL_400_500|FPL_GT500|FPL_OTHR,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.csv.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",Contents,139807,131266,xlsx,18,3,"State, Metal Level, and Enrollment Status Public Use File: Contents|Unnamed: 1|Unnamed: 2",outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx_Contents.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(1) Metal Level by Financial,139807,131266,xlsx,102,17,State Name|State Abbr.|Platform|Metal Level|Number of Consumers with a Marketplace Plan Selection|Average Premium  |Average Premium after APTC  |Consumers with a Premium ≤$10 after APTC|Consumers with APTC and/or CSRs|Consumers with CSRs|Consumers with 73% Actuarial Value|Consumers with 87% Actuarial Value|Consumers with 94% Actuarial Value|CSRs Reserved for Members of Federally Recognized Tribes and Alaska Native Claims Settlement Act Shareholders|Consumers with APTC|Average APTC among Consumers Receiving APTC|Average Premium after APTC among Consumers Receiving APTC  ,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__1_Metal_Level_by_Financial.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(2) Metal Level by Demographic,139807,131266,xlsx,162,27,"State Name|State Abbr.|Platform|Metal Level|Number of Consumers with a Marketplace Plan Selection|Age < 18|Age 18-25|Age 26-34|Age 35-44|Age 45-54|Age 55-64|Age ≥65|Male|Female|Hispanic|American Indian / Alaska Native, Non-Hispanic|Asian, Non-Hispanic|Native Hawaiian / Pacific Islander, Non-Hispanic|Black / African American, Non-Hispanic|White, Non-Hispanic|Other Race, Non-Hispanic|Multiracial, Non-Hispanic|Unknown Race, Non-Hispanic|Non-Hispanic|Unknown Hispanic|Rural Consumers|Non-Rural Consumers",outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__2_Metal_Level_by_Demographic.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(3) Metal Level by FPL,139807,131266,xlsx,162,15,State Name|State Abbr.|Platform|Metal Level|Number of Consumers with a Marketplace Plan Selection|<100% of FPL|≥100% to ≤138% of FPL|≥100% to ≤150% of FPL |>150% to ≤200% of FPL |>200% to ≤250% of FPL |>250% to ≤300% of FPL |>300% to ≤400% of FPL |>400% to ≤500% of FPL |>500% of FPL |Other/Unknown FPL ,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__3_Metal_Level_by_FPL.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(4) Status by Financial,139807,131266,xlsx,102,17,State Name|State Abbr.|Platform|Enrollment Status|Number of Consumers with a Marketplace Plan Selection|Average Premium  |Average Premium after APTC  |Consumers with a Premium ≤$10 after APTC|Consumers with APTC and/or CSRs|Consumers with CSRs|Consumers with 73% Actuarial Value|Consumers with 87% Actuarial Value|Consumers with 94% Actuarial Value|CSRs Reserved for Members of Federally Recognized Tribes and Alaska Native Claims Settlement Act Shareholders|Consumers with APTC|Average APTC among Consumers Receiving APTC|Average Premium after APTC among Consumers Receiving APTC  ,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__4_Status_by_Financial.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(5) Status by Demographic,139807,131266,xlsx,165,27,"State Name|State Abbr.|Platform|Enrollment Status|Number of Consumers with a Marketplace Plan Selection|Age < 18|Age 18-25|Age 26-34|Age 35-44|Age 45-54|Age 55-64|Age ≥65|Male|Female|Hispanic|American Indian / Alaska Native, Non-Hispanic|Asian, Non-Hispanic|Native Hawaiian / Pacific Islander, Non-Hispanic|Black / African American, Non-Hispanic|White, Non-Hispanic|Other Race, Non-Hispanic|Multiracial, Non-Hispanic|Unknown Race, Non-Hispanic|Non-Hispanic|Unknown Hispanic|Rural|Non-Rural",outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__5_Status_by_Demographic.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(6) Status by Metal Level,139807,131266,xlsx,163,10,State Name|State Abbr.|Platform|Enrollment Status|Number of Consumers with a Marketplace Plan Selection|Catastrophic|Bronze|Silver|Gold|Platinum,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__6_Status_by_Metal_Level.csv,True
oep_puf,2022,"State, Metal Level, and Enrollment Status OEP PUF",https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-state-metal-level-and-enrollment-status-public-use-file.zip,zip,200,True,265910,5db6ff06ec11f526075b28adbc87eceff1bc3a81b299996c29517149855c3cd6,2026-05-26T16:38:38+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,"2022 OEP State, Metal Level, and Enrollment Status Public Use File.xlsx",(7) Status by FPL,139807,131266,xlsx,162,15,State Name|State Abbr.|Platform|Enrollment Status|Number of Consumers with a Marketplace Plan Selection|<100% of FPL|≥100% to ≤138% of FPL|≥100% to ≤150% of FPL |>150% to ≤200% of FPL |>200% to ≤250% of FPL |>250% to ≤300% of FPL |>300% to ≤400% of FPL |>400% to ≤500% of FPL |>500% of FPL |Other/Unknown FPL ,outputs\sample_rows\oep_puf_2022_State_Metal_Level_and_Enrollment_Status_OEP_PUF_2022_OEP_State_Metal_Level_and_Enrollment_Status_Public_Use_File.xlsx__7_Status_by_FPL.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Read with pandas chunked CSV inspection.,2022 OEP County-Level Public Use File.csv,,718027,288412,csv,2449,74,State_Abrvtn|County_FIPS_Cd|Cnsmr|New_Cnsmr|Tot_Renrl|Actv_Renrl|Auto_Renrl|Actv_Renrl_Sw|Actv_Renrl_Nsw|Wk_1|Wk_2|Wk_3|Wk_4|Wk_5|Wk_6|Wk_7|Wk_8|Wk_9|Wk_10|Wk_11|Avg_Prm|Avg_Prm_Aftr_APTC|Cnsmr_Prm_Aftr_APTC_LTEQ10|Cnsmr_Wth_APTC_CSR|CSR_Cnsmr|CSR_Cnsmr_73|CSR_Cnsmr_87|CSR_Cnsmr_94|CSR_Cnsmr_AIAN|APTC_Cnsmr|APTC_Cnsmr_Avg_APTC|APTC_Cnsmr_Avg_Prm_Aftr_APTC|Age_0_17|Age_18_25|Age_26_34|Age_35_44|Age_45_54|Age_55_64|Age_GE65|Male|Female|Hspnc_Yes|AIAN_NonHspnc|ASN_NonHspnc|NHPI_NonHspnc|BLACK_NonHspnc|WHT_NonHspnc|Othr_Race_NonHspnc|Mlt_Race_NonHspnc|Unk_Race_NonHspnc|Hspnc_No|Unk_Ethncty|Ctstrphc|Brnz|Slvr|Gld|Pltnm|FPL_LT100|FPL_100_138|FPL_100_150|FPL_150_200|FPL_200_250|FPL_250_300|FPL_300_400|FPL_GT400|FPL_OTHR|Dntl_Cnsmr|Dntl_Age_0_17|Dntl_Age_18_25|Dntl_Age_26_34|Dntl_Age_35_44|Dntl_Age_45_54|Dntl_Age_55_64|Dntl_Age_GE65,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.csv.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,Contents,1496616,1482201,xlsx,17,2,County-Level Public Use File: Contents|Unnamed: 1,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx_Contents.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(1) Enrollment Status,1496616,1482201,xlsx,2450,8,State|County FIPS Code|County Name|Number of Consumers with a Marketplace Plan Selection|New Consumers|Total Re-enrollees|Active Re-enrollees|Automatic Re-enrollees,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__1_Enrollment_Status.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(2) By Switching Status,1496616,1482201,xlsx,2449,6,State|County FIPS Code|County Name|Active Re-enrollees|Active Re-enrollees who Switched Plans|Active Re-enrollees who Remained in the Same Plan or a Crosswalked Plan,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__2_By_Switching_Status.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(3) by Week,1496616,1482201,xlsx,2449,14,"State|County FIPS Code|County Name|Week 1
(Nov. 1-6, 2021)|Week 2
(Nov. 7-13, 2021)|Week 3
(Nov. 14-20, 2021)|Week 4
(Nov. 21-27, 2021)|Week 5
(Nov. 28 - Dec. 4, 2021)|Week 6
(Dec. 5-11, 2021)|Week 7
(Dec. 12-18, 2021)|Week 8
(Dec. 19-25, 2021)|Week 9
(Dec. 26, 2021 - Jan. 1, 2022)|Week 10
(Jan. 2-8, 2022)|Week 11
(Jan. 9-15, 2022)",outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__3_by_Week.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(4) by Premium and FA,1496616,1482201,xlsx,2449,16,State|County FIPS Code|County Name|Number of Consumers with a Marketplace Plan Selection|Average Premium  |Average Premium after APTC  |Consumers with a Premium ≤$10 after APTC|Consumers with APTC and/or CSRs|Consumers with CSRs|Consumers with 73% Actuarial Value|Consumers with 87% Actuarial Value|Consumers with 94% Actuarial Value|CSRs Reserved for Members of Federally Recognized Tribes and Alaska Native Claims Settlement Act Shareholders|Consumers with APTC|Average APTC among Consumers Receiving APTC  |Average Premium after APTC among Consumers Receiving APTC  ,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__4_by_Premium_and_FA.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(5) Demographics,1496616,1482201,xlsx,2449,24,"State|County FIPS Code|County Name|Number of Consumers with a Marketplace Plan Selection|Age < 18|Age 18-25|Age 26-34|Age 35-44|Age 45-54|Age 55-64|Age ≥ 65|Male|Female|Hispanic|American Indian / Alaska Native, Non-Hispanic|Asian, Non-Hispanic|Native Hawaiian / Pacific Islander, Non-Hispanic|Black / African American, Non-Hispanic|White, Non-Hispanic|Other Race, Non-Hispanic|Multiracial, Non-Hispanic|Unknown Race, Non-Hispanic|Non-Hispanic|Unknown Hispanic",outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__5_Demographics.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(6) Metal Level,1496616,1482201,xlsx,2450,9,State|County FIPS Code|County Name|Number of Consumers with a Marketplace Plan Selection|Catastrophic|Bronze|Silver |Gold|Platinum,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__6_Metal_Level.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(7) by FPL,1496616,1482201,xlsx,2449,13,State|County FIPS Code|County Name|Number of Consumers with a Marketplace Plan Selection|<100% of FPL|≥100% to ≤138% of FPL|≥100% to ≤150% of FPL|>150% to ≤200% of FPL|>200% to ≤250% of FPL |>250% to ≤300% of FPL |>300% to ≤400% of FPL |>400% of FPL |Other/Unknown FPL,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__7_by_FPL.csv,True
oep_puf,2022,County-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2022-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2022-oep-county-level-public-use-file.zip,data\raw\oep_puf\2022\2022-oep-county-level-public-use-file.zip,zip,200,True,1771025,02f8c41e014e49bf72273e9a0736da9df5c64f84920a8103b31b9fef6e8c1972,2026-05-26T16:38:40+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2022 OEP County-Level Public Use File.xlsx,(8) Dental,1496616,1482201,xlsx,2449,11,State|County FIPS Code|County Name|Number of Consumers with a Marketplace Standalone Dental Plan Selection|Age < 18|Age 18-25|Age 26-34|Age 35-44|Age 45-54|Age 55-64|Age ≥65,outputs\sample_rows\oep_puf_2022_County-Level_OEP_PUF_2022_OEP_County-Level_Public_Use_File.xlsx__8_Dental.csv,True
oep_puf,2023,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2023-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2023-oep-state-level-public-use-file.zip,data\raw\oep_puf\2023\2023-oep-state-level-public-use-file.zip,zip,200,True,94804,74f3bad07363886f0a87c839309d98140cbaf3dd033d88545fdcd5b2ccb9e11f,2026-05-26T16:38:47+00:00,Read with pandas chunked CSV inspection.,2023 OEP State-Level Public Use File.csv,,40975,16488,csv,54,101,State_Abrvtn|Pltfrm|Aplctn_Sbmtd|Indvdl_Aplctn_Sbmtd|QHP_Elgbl|FA_Elgbl|MC_Elgbl|Cnsmr|New_Cnsmr|Tot_Renrl|Actv_Renrl|Auto_Renrl|Actv_Renrl_Sw|Actv_Renrl_Nsw|Wk_1|Wk_2|Wk_3|Wk_4|Wk_5|Wk_6|Wk_7|Wk_8|Wk_9|Wk_10|Wk_11|Avg_Prm|Avg_Prm_Aftr_APTC|Cnsmr_Prm_Aftr_APTC_LTEQ10|Cnsmr_Wth_APTC_CSR|CSR_Cnsmr|CSR_Cnsmr_73|CSR_Cnsmr_87|CSR_Cnsmr_94|CSR_Cnsmr_AIAN|APTC_Cnsmr|APTC_Cnsmr_Avg_APTC|APTC_Cnsmr_Avg_Prm_Aftr_APTC|Age_0_17|Age_18_25|Age_26_34|Age_35_44|Age_45_54|Age_55_64|Age_GE65|Male|Female|Hspnc_Yes|AIAN_NonHspnc|ASN_NonHspnc|NHPI_NonHspnc|BLACK_NonHspnc|WHT_NonHspnc|Othr_Race_NonHspnc|Mlt_Race_NonHspnc|Unk_Race_Ethncty|AIAN|ASN|NHPI|BLACK|WHT|Othr_Race|Mlt_Race|Unk_Race|Hspnc_No|Unk_Ethncty|Rrl|Non_Rrl|Ctstrphc|Brnz|Slvr|Gld|Pltnm|FPL_LT100|FPL_100_138|FPL_100_150|FPL_150_200|FPL_200_250|FPL_250_300|FPL_300_400|FPL_400_500|FPL_GT500|FPL_OTHR|Dntl_Cnsmr|Dntl_Age_0_17|Dntl_Age_18_25|Dntl_Age_26_34|Dntl_Age_35_44|Dntl_Age_45_54|Dntl_Age_55_64|Dntl_Age_GE65|BHP_Enrlmnt|BHP_New_Enrl|BHP_Renrl|BHP_Age_0_17|BHP_Age_18_25|BHP_Age_26_34|BHP_Age_35_44|BHP_Age_45_54|BHP_Age_55|BHP_Male|BHP_Female,outputs\sample_rows\oep_puf_2023_State-Level_OEP_PUF_2023_OEP_State-Level_Public_Use_File.csv.csv,True
oep_puf,2023,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-reports/marketplace-products/2023-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/files/zip/2023-oep-state-level-public-use-file.zip,data\raw\oep_puf\2023\2023-oep-state-level-public-use-file.zip,zip,200,True,94804,74f3bad07363886f0a87c839309d98140cbaf3dd033d88545fdcd5b2ccb9e11f,2026-05-26T16:38:47+00:00,Excel sample inspected with header row 0; full row count not computed for workbook sheets.,2023 OEP State-Level Public Use File.xlsx,Contents,87035,77980,xlsx,21,3,State-Level Public Use File: Contents|Unnamed: 1|Unnamed: 2,outputs\sample_rows\oep_puf_2023_State-Level_OEP_PUF_2023_OEP_State-Level_Public_Use_File.xlsx_Contents.csv,True
