project,dataset_path,variable,rank,value,count_in_profile,profile_basis,profile_rows
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,state_fips,10,12,10,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_year,1,2023,510,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,1,3,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,2,4,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,3,5,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,4,6,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,5,7,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,6,8,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,7,9,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,8,10,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,9,11,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,10,12,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,1,3,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,2,4,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,3,5,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,4,6,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,5,7,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,6,8,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,7,9,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,8,10,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,9,11,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,10,12,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,1,4,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,2,5,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,3,6,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,4,7,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,5,8,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,6,9,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,7,10,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,8,11,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,9,12,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,10,13,51,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,1,31863.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,2,0.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,3,83078.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,4,38547.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,5,33185.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,6,43579.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,7,230588.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,8,207542.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,9,232626.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,10,223281.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,1,0.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,2,31305.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,3,28710.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,4,38394.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,5,162693.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,6,130592.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,7,159426.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,8,168663.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,9,181807.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,10,184093.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,1,0.0,3,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,2,2.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,3,4880.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,4,12031.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,5,29432.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,6,33845.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,7,36466.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,8,32357.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,9,27349.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,10,24170.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,1,0.0,7,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,2,32766.0,3,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,3,27958.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,4,17304.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,5,16756.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,6,25650.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,7,22937.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,8,25549.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,9,22128.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,10,7135.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,1,1895.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,2,8181.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,3,1480.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,4,894.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,5,0.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,6,8083.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,7,7103.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,8,1320.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,9,944.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,10,1110.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,1,0.0,13,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,2,58834.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,3,2648.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,4,30569.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,5,40474.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,6,34286.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,7,31350.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,8,29449.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,9,26868.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,10,29881.0,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,1,0.0,69,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,2,1.0,3,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,3,5689.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,4,147.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,5,435.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,6,37.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,7,22.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,8,35.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,9,39.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,10,1270.0,2,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,1,0.3690166692154764,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,2,0.4026560424966799,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,3,0.3952280701754386,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,4,0.395648912228057,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,5,0.4418658801614405,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,6,0.512232286464065,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,7,0.519205789571349,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,8,0.5477707006369427,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,9,0.7045000117616617,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,10,0.6503124715590207,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,1,0.4788193913442422,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,2,0.4778220451527224,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,3,0.5332631578947369,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,4,0.5277319329832458,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,5,0.2059919279726793,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,6,0.1973249809531871,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,7,0.1930784932269438,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,8,0.2010694346150821,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,9,0.2944257564708742,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,10,0.3496192700907077,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,1,0.0,11,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,2,0.3069653854321512,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,3,0.2906553861021863,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,4,0.2923294977713955,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,5,0.2831062958441084,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,6,0.2839178722010292,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,7,0.2898001144419982,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,8,0.4409707604930613,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,9,0.3746902262607539,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,10,0.3731843488538459,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,1,0.0,11,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,2,0.8779990455117359,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,3,0.879940457858536,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,4,0.8728214265827718,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,5,0.8658669254064861,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,6,0.870726253362284,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,7,0.8690631998371288,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,8,0.8665747460087083,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,9,0.7232247024966945,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,10,0.7321139823656833,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,1,0.1824437987459856,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,2,0.247941567065073,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,3,0.2814736842105263,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,4,0.2817704426106526,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,5,0.2371158025457932,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,6,0.2735968847879454,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,7,0.2742623863425496,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,8,0.258551545175749,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,9,0.3621101989289046,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,10,0.3281482267997451,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,1,1.0,5,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,2,0.7313961069199962,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,3,0.6372217892093185,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,4,0.5688713337255231,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,5,0.6138747201319799,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,6,0.5587849272959624,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,7,0.5527618893627342,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,8,0.7720811371985306,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,9,0.8098920236851271,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,10,0.8754753346877117,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,1,0.0,5,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,2,0.1278000576075155,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,3,0.1687989845465718,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,4,0.1994494728002239,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,5,0.1802755574418586,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,6,0.270093981584261,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,7,0.2663521028431113,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,8,0.1850987106649025,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,9,0.1644718999547988,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,10,0.1097088046995112,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,1,0.0,5,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,2,0.2686038930800037,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,3,0.3627782107906815,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,4,0.4311286662744768,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,5,0.3861252798680201,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,6,0.4412150727040376,1,full_file,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,7,0.4472381106372658,1,full_file,510
