project,dataset_path,variable,dtype,row_count,profile_basis,profile_rows,nonmissing_in_profile,missing_in_profile,unique_in_profile,min,p25,median,p75,max,mean,std,top_value,top_value_count
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,state_name,object,510,full_file,510,510,0,51,,,,,,,,Alaska,10
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,state_abbr,object,510,full_file,510,510,0,51,,,,,,,,AK,10
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,state_fips,int64,510,full_file,510,510,0,51,1,16.0,29.0,42.0,56,28.96078431372549,15.692227480919225,2,10
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_year,int64,510,full_file,510,510,0,1,2023,2023.0,2023.0,2023.0,2023,2023.0,0.0,2023,510
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,cms_reporting_month,int64,510,full_file,510,510,0,10,3,5.0,7.5,10.0,12,7.5,2.875101433249526,3,51
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_same,int64,510,full_file,510,510,0,10,3,5.0,7.5,10.0,12,7.5,2.875101433249526,3,51
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,sipp_month_plus1,int64,510,full_file,510,510,0,10,4,6.0,8.5,11.0,13,8.5,2.875101433249526,4,51
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewals_due,float64,510,full_file,510,415,95,413,0.0,31164.5,91769.0,159118.5,1208535.0,136228.8795180723,177117.50259538993,31863.0,2
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewed_total,float64,510,full_file,510,415,95,414,0.0,16416.0,52080.0,101902.0,913640.0,83986.13734939758,109016.55826295567,0.0,2
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_renewed,float64,510,full_file,510,415,95,410,0.0,7343.0,23396.0,64066.5,781853.0,47106.50361445783,68992.49460401743,0.0,3
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_renewed,float64,510,full_file,510,415,95,407,0.0,6055.5,17970.0,37564.5,395339.0,36879.63373493976,57177.53559684369,0.0,7
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ineligible_terminations,float64,510,full_file,510,415,95,410,0.0,2108.0,5792.0,14354.5,192632.0,12898.744578313253,21105.758058397863,1895.0,2
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_terminations,float64,510,full_file,510,415,95,401,0.0,4561.5,19880.0,42798.5,465863.0,30613.026506024096,44181.02094574631,0.0,13
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_renewals,float64,510,full_file,510,415,95,335,0.0,85.5,1131.0,5966.5,240916.0,8730.971084337349,26055.756921416694,0.0,69
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,renewal_success_rate_due,float64,510,full_file,510,413,97,413,0.1905978323848478,0.514503667030196,0.6260563380281691,0.7159052902303159,0.9994634781942208,0.6191728505391778,0.1516386762643969,0.3690166692154764,1
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,termination_rate_due,float64,510,full_file,510,413,97,413,0.0005365218057791,0.2150459409714896,0.3225603937521973,0.4349016362131533,0.7698423909753194,0.3219690167428658,0.1549872395845518,0.4788193913442422,1
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_burden_due,float64,510,full_file,510,413,97,403,0.0,0.135249489637618,0.2239087634228332,0.3133826942203558,0.6675275391345596,0.23041270773164924,0.13597300091504846,0.0,11
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,procedural_share_terminations,float64,510,full_file,510,413,97,403,0.0,0.5922937821671999,0.7264832900694937,0.7999222650760905,0.9814146083104628,0.661479326200165,0.2259847685381171,0.0,11
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_due,float64,510,full_file,510,413,97,413,0.0,0.2147442286990152,0.3271322819439974,0.4856816941229163,0.9994634781942208,0.36119152358697,0.20870144529272264,0.1824437987459856,1
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,ex_parte_rate_renewed,float64,510,full_file,510,413,97,409,0.0,0.3978389616935484,0.5587849272959624,0.7359001530672319,1.0,0.5569140590945287,0.23696031674165863,1.0,5
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_due,float64,510,full_file,510,413,97,409,0.0,0.1656690676676473,0.2449434032287994,0.3379808855552867,0.8755378132623641,0.25798132695220766,0.14352677788571877,0.0,5
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,form_rate_renewed,float64,510,full_file,510,413,97,409,0.0,0.2640998469327681,0.4412150727040376,0.6021610383064516,1.0,0.4430859409054713,0.23696031674165863,0.0,5
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,pending_rate_due,float64,510,full_file,510,413,97,347,0.0,0.0012051822838204,0.0220034184742049,0.0811913970514778,0.6704010296311463,0.05885813271795636,0.08688354348686726,0.0,67
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,completion_rate_due,float64,510,full_file,510,413,97,347,0.3295989703688536,0.9188086029485222,0.977996581525795,0.9987948177161796,1.0,0.9411418672820437,0.08688354348686726,1.0,67
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,burden_index_simple,float64,510,full_file,510,413,97,413,-7.236496182249925,-1.4223112713108808,0.2754794218434161,1.7422221295597569,6.501091999505235,-2.408619443254577e-16,2.3712738014206542,1.918058373315351,1
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,metric5_identity_gap,float64,510,full_file,510,415,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,metric5_identity_gap_rate,float64,510,full_file,510,413,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,metric5a_identity_gap,float64,510,full_file,510,415,95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415
insurance_churn_unwinding,data_clean/cms/cms_sipp_merge_ready_state_month_2023.csv,metric5a_identity_gap_rate,float64,510,full_file,510,413,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413
