dataset,reference_year,stress_test,window,window_role,months_requested,months_used,months_used_count,min_state_cells_per_used_month,exposure_family,exposure_variant,exposure_kind,exposure_role,alignment,outcome,outcome_kind,outcome_label,support_rows,support_weight,weighted_corr,high_minus_low,signed_corr,signed_high_minus_low,direction_flag,support_flag
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,pending_backlog_component,pending_rate,component,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",24524,235411604.32,0.0495,0.0013,0.0495,0.0013,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,pending_backlog_component,pending_rate,component,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",24524,235411604.32,0.0495,0.0013,0.0495,0.0013,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9",3,37,pending_backlog_component,pending_rate,component,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17246,166142679.3,0.0686,0.0008,0.0686,0.0008,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,pending_backlog_component,pending_rate,component,comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",24524,235411604.32,0.0248,0.0016,-0.0248,-0.0016,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,pending_backlog_component,pending_rate,component,comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",36387,346801046.12,0.0841,0.0013,0.0841,0.0013,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,pending_backlog_component,pending_rate,component,comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",36296,345640037.5,0.0723,0.001,0.0723,0.001,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,pending_backlog_component,pending_rate,component,comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",36296,345640037.5,0.0702,0.001,0.0702,0.001,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,50,pending_backlog_component,pending_rate,component,comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",28991,276064688.14,0.0647,0.0004,0.0647,0.0004,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,pending_backlog_component,pending_rate,component,comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",36296,345640037.5,-0.0276,-0.0002,0.0276,0.0002,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",35700,341134991.66,-0.1115,-0.0023,0.1115,0.0023,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",35615,340051538.03,-0.1021,-0.0021,0.1021,0.0021,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",35615,340051538.03,-0.1046,-0.0022,0.1046,0.0022,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",28310,270476188.68,-0.1493,-0.0025,0.1493,0.0025,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",35615,340051538.03,-0.0071,0.0026,-0.0071,0.0026,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",31932,306259200.65,-0.0846,-0.0026,0.0846,0.0026,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",31850,305202233.09,-0.0768,-0.0023,0.0768,0.0023,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",31850,305202233.09,-0.0788,-0.0024,0.0788,0.0024,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",24550,235679896.31,-0.138,-0.0035,0.138,0.0035,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",31850,305202233.09,-0.0024,0.0015,-0.0024,0.0015,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",24588,236236534.94,-0.0009,0.0007,0.0009,-0.0007,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",24524,235411604.32,-0.0042,0.0007,0.0042,-0.0007,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",24524,235411604.32,-0.0042,0.0007,0.0042,-0.0007,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17246,166142679.3,-0.0748,-0.0008,0.0748,0.0008,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",24524,235411604.32,0.0201,0.0021,0.0201,0.0021,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",36387,346801046.12,-0.1125,-0.0029,0.1125,0.0029,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",36296,345640037.5,-0.1067,-0.0027,0.1067,0.0027,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",36296,345640037.5,-0.1096,-0.0029,0.1096,0.0029,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,50,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",28991,276064688.14,-0.1646,-0.0037,0.1646,0.0037,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",36296,345640037.5,-0.0754,-0.0009,-0.0754,-0.0009,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",35700,341134991.66,-0.0662,-0.0005,-0.0662,-0.0005,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",35615,340051538.03,-0.0771,-0.0007,-0.0771,-0.0007,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",35615,340051538.03,-0.0757,-0.0007,-0.0757,-0.0007,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",28310,270476188.68,-0.0436,-0.0002,-0.0436,-0.0002,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",35615,340051538.03,-0.0242,-0.0022,0.0242,0.0022,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",31932,306259200.65,0.0006,-0.0008,0.0006,-0.0008,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",31850,305202233.09,-0.0191,-0.001,-0.0191,-0.001,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",31850,305202233.09,-0.0156,-0.0009,-0.0156,-0.0009,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",24550,235679896.31,0.0352,-0.0002,0.0352,-0.0002,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",31850,305202233.09,-0.0339,-0.0015,0.0339,0.0015,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",24588,236236534.94,-0.0609,-0.0001,-0.0609,-0.0001,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",24524,235411604.32,-0.0703,-0.0003,-0.0703,-0.0003,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",24524,235411604.32,-0.0703,-0.0003,-0.0703,-0.0003,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17246,166142679.3,-0.0313,-0.0001,-0.0313,-0.0001,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","7,8,9,10",4,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",24524,235411604.32,-0.0794,-0.0008,0.0794,0.0008,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",36387,346801046.12,-0.0197,-0.0003,-0.0197,-0.0003,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",36296,345640037.5,-0.0233,-0.0005,-0.0233,-0.0005,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",36296,345640037.5,-0.0202,-0.0004,-0.0202,-0.0004,unexpected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9",4,50,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",28991,276064688.14,0.0143,-0.0007,0.0143,-0.0007,expected,True
SIPP,2023,distributed_timing,mature_jun_oct_2023,primary,"6,7,8,9,10","6,7,8,9,10",5,50,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",36296,345640037.5,0.0191,-0.002,-0.0191,0.002,unexpected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",39308,376475116.26,0.1516,0.0021,0.1516,0.0021,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",39207,375229550.98,0.1451,0.0019,0.1451,0.0019,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",39207,375229550.98,0.1472,0.002,0.1472,0.002,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9",5,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",31889,305475451.43,0.1517,0.0017,0.1517,0.0017,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",39207,375229550.98,-0.0391,-0.0028,0.0391,0.0028,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",31932,306259200.65,0.1371,0.0027,0.1371,0.0027,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",31850,305202233.09,0.1341,0.0025,0.1341,0.0025,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",31850,305202233.09,0.1355,0.0026,0.1355,0.0026,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9",4,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",24550,235679896.31,0.171,0.003,0.171,0.003,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",31850,305202233.09,-0.0294,-0.0021,0.0294,0.0021,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",24588,236236534.94,0.0594,0.0009,0.0594,0.0009,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",24524,235411604.32,0.0541,0.0006,0.0541,0.0006,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",24524,235411604.32,0.0541,0.0006,0.0541,0.0006,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17246,166142679.3,0.0987,0.001,0.0987,0.001,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",24524,235411604.32,0.0105,-0.0034,-0.0105,0.0034,unexpected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",43107,411607815.8,0.1326,0.0025,0.1326,0.0025,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",42993,410229228.06,0.1257,0.0022,0.1257,0.0022,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",42993,410229228.06,0.1269,0.0022,0.1269,0.0022,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9",5,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",35672,340446506.14,0.1357,0.0022,0.1357,0.0022,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",42993,410229228.06,0.0134,-0.0003,-0.0134,0.0003,unexpected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",39308,376475116.26,0.1422,0.0028,0.1422,0.0028,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",39207,375229550.98,0.1285,0.0024,0.1285,0.0024,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",39207,375229550.98,0.1302,0.0025,0.1302,0.0025,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9",5,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",31889,305475451.43,0.1494,0.0027,0.1494,0.0027,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",39207,375229550.98,-0.0325,-0.0006,0.0325,0.0006,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",31932,306259200.65,0.1012,0.0027,0.1012,0.0027,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",31850,305202233.09,0.0878,0.0023,0.0878,0.0023,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",31850,305202233.09,0.0887,0.0024,0.0887,0.0024,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9",4,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",24550,235679896.31,0.1242,0.0031,0.1242,0.0031,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","6,7,8,9,10",5,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",31850,305202233.09,-0.0395,-0.0023,0.0395,0.0023,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",24588,236236534.94,0.0488,0.0013,0.0488,0.0013,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",24524,235411604.32,0.0411,0.001,0.0411,0.001,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9,10",4,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",24524,235411604.32,0.0411,0.001,0.0411,0.001,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","7,8,9",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17246,166142679.3,0.0992,0.0019,0.0992,0.0019,expected,True
