dataset,reference_year,stress_test,window,window_role,months_requested,months_used,months_used_count,min_state_cells_per_used_month,exposure_family,exposure_variant,exposure_kind,exposure_role,alignment,outcome,outcome_kind,outcome_label,support_rows,support_weight,weighted_corr,high_minus_low,signed_corr,signed_high_minus_low,direction_flag,support_flag
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",42993,410229228.06,-0.0099,-0.0005,-0.0099,-0.0005,unexpected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",42993,410229228.06,-0.0073,-0.0004,-0.0073,-0.0004,unexpected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9",5,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",35672,340446506.14,0.0235,-0.0007,0.0235,-0.0007,expected,True
SIPP,2023,distributed_timing,expanded_may_oct_2023,sensitivity,"5,6,7,8,9,10","5,6,7,8,9,10",6,49,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",42993,410229228.06,0.0113,-0.0019,-0.0113,0.0019,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",17461,168334606.92,0.0788,0.0011,0.0788,0.0011,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",17413,167779048.9,0.0919,0.0016,0.0919,0.0016,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",17413,167779048.9,0.0919,0.0016,0.0919,0.0016,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17370,167261540.49,0.0916,0.0016,0.0916,0.0016,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",17413,167779048.9,-0.0308,0.001,0.0308,-0.001,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",10206,99169603.5,0.1768,0.0045,0.1768,0.0045,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",10177,98802643.21,0.1931,0.0052,0.1931,0.0052,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",10177,98802643.21,0.1931,0.0052,0.1931,0.0052,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",10152,98516897.56,0.1914,0.0052,0.1914,0.0052,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",10177,98802643.21,-0.0321,-0.0003,0.0321,0.0003,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",3541,34830253.95,0.1127,0.0013,0.1127,0.0013,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",3530,34695330.59,0.1793,0.0028,0.1793,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",3530,34695330.59,0.1793,0.0028,0.1793,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",3525,34624535.64,0.1783,0.0028,0.1783,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",3530,34695330.59,-0.0754,-0.0037,0.0754,0.0037,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",21260,203467306.46,0.0805,0.0027,0.0805,0.0027,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",21199,202778725.98,0.0895,0.0026,0.0895,0.0026,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",21199,202778725.98,0.0895,0.0026,0.0895,0.0026,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",21153,202232595.19,0.0891,0.0026,0.0891,0.0026,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_rank_index,composite_rank,primary,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",21199,202778725.98,-0.0567,-0.0005,0.0567,0.0005,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",17461,168334606.92,0.1157,0.0024,0.1157,0.0024,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",17413,167779048.9,0.1134,0.0024,0.1134,0.0024,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",17413,167779048.9,0.1134,0.0024,0.1134,0.0024,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17370,167261540.49,0.113,0.0024,0.113,0.0024,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",17413,167779048.9,0.0119,0.0019,-0.0119,-0.0019,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",10206,99169603.5,0.1766,0.0042,0.1766,0.0042,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",10177,98802643.21,0.1692,0.0042,0.1692,0.0042,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",10177,98802643.21,0.1692,0.0042,0.1692,0.0042,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",10152,98516897.56,0.168,0.0042,0.168,0.0042,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",10177,98802643.21,-0.0266,0.0006,0.0266,-0.0006,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",3541,34830253.95,0.2096,0.0016,0.2096,0.0016,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",3530,34695330.59,0.2549,0.0032,0.2549,0.0032,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",3530,34695330.59,0.2549,0.0032,0.2549,0.0032,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",3525,34624535.64,0.2535,0.0032,0.2535,0.0032,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",3530,34695330.59,-0.0183,-0.0029,0.0183,0.0029,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",21260,203467306.46,0.0555,0.0038,0.0555,0.0038,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",21199,202778725.98,0.0598,0.0039,0.0598,0.0039,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",21199,202778725.98,0.0598,0.0039,0.0598,0.0039,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",21153,202232595.19,0.0594,0.0039,0.0594,0.0039,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,backlog_automation_composite,backlog_automation_index,composite_z,comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",21199,202778725.98,-0.0386,-0.0007,0.0386,0.0007,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,pending_backlog_component,pending_rate,component,comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",17461,168334606.92,0.0699,-0.0004,0.0699,-0.0004,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,pending_backlog_component,pending_rate,component,comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",17413,167779048.9,0.088,0.0001,0.088,0.0001,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,pending_backlog_component,pending_rate,component,comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",17413,167779048.9,0.088,0.0001,0.088,0.0001,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,pending_backlog_component,pending_rate,component,comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17370,167261540.49,0.0875,0.0001,0.0875,0.0001,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,pending_backlog_component,pending_rate,component,comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",17413,167779048.9,-0.0937,-0.0008,0.0937,0.0008,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,pending_backlog_component,pending_rate,component,comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",10206,99169603.5,0.0415,0.0031,0.0415,0.0031,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,pending_backlog_component,pending_rate,component,comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",10177,98802643.21,0.0665,0.0037,0.0665,0.0037,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,pending_backlog_component,pending_rate,component,comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",10177,98802643.21,0.0665,0.0037,0.0665,0.0037,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,pending_backlog_component,pending_rate,component,comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",10152,98516897.56,0.0658,0.0037,0.0658,0.0037,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,pending_backlog_component,pending_rate,component,comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",10177,98802643.21,-0.1163,-0.003,0.1163,0.003,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,pending_backlog_component,pending_rate,component,comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",3541,34830253.95,0.1752,-0.0006,0.1752,-0.0006,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,pending_backlog_component,pending_rate,component,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",3530,34695330.59,0.2406,0.0014,0.2406,0.0014,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,pending_backlog_component,pending_rate,component,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",3530,34695330.59,0.2406,0.0014,0.2406,0.0014,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,pending_backlog_component,pending_rate,component,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",3525,34624535.64,0.239,0.0014,0.239,0.0014,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,pending_backlog_component,pending_rate,component,comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",3530,34695330.59,0.1314,-0.0002,-0.1314,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,pending_backlog_component,pending_rate,component,comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",21260,203467306.46,-0.0442,-0.0001,-0.0442,-0.0001,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,pending_backlog_component,pending_rate,component,comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",21199,202778725.98,-0.0303,0.0002,-0.0303,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,pending_backlog_component,pending_rate,component,comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",21199,202778725.98,-0.0303,0.0002,-0.0303,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,pending_backlog_component,pending_rate,component,comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",21153,202232595.19,-0.0305,0.0002,-0.0305,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,pending_backlog_component,pending_rate,component,comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",21199,202778725.98,-0.1537,-0.0029,0.1537,0.0029,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",17461,168334606.92,-0.0945,-0.0025,0.0945,0.0025,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",17413,167779048.9,-0.0753,-0.0021,0.0753,0.0021,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",17413,167779048.9,-0.0753,-0.0021,0.0753,0.0021,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17370,167261540.49,-0.0753,-0.0021,0.0753,0.0021,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",17413,167779048.9,-0.0988,-0.0013,-0.0988,-0.0013,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",10206,99169603.5,-0.2036,-0.0059,0.2036,0.0059,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",10177,98802643.21,-0.1723,-0.0051,0.1723,0.0051,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",10177,98802643.21,-0.1723,-0.0051,0.1723,0.0051,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",10152,98516897.56,-0.1712,-0.0051,0.1712,0.0051,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","6,7",2,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",10177,98802643.21,-0.0701,-0.0024,-0.0701,-0.0024,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",3541,34830253.95,-0.1231,-0.0028,0.1231,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",3530,34695330.59,-0.122,-0.0028,0.122,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",3530,34695330.59,-0.122,-0.0028,0.122,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",3525,34624535.64,-0.1217,-0.0028,0.1217,0.0028,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7",7,1,37,ex_parte_component,ex_parte_renewal_rate,component,comparison,lag2,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",3530,34695330.59,0.1583,0.0032,0.1583,0.0032,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",21260,203467306.46,-0.1267,-0.0057,0.1267,0.0057,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",21199,202778725.98,-0.1178,-0.0055,0.1178,0.0055,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",21199,202778725.98,-0.1178,-0.0055,0.1178,0.0055,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",21153,202232595.19,-0.1175,-0.0055,0.1175,0.0055,expected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,49,ex_parte_component,ex_parte_renewal_rate,component,comparison,lead1,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",21199,202778725.98,-0.0917,-0.0011,-0.0917,-0.0011,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,medicaid_exit_to_uninsured_next,harm,"pure Medicaid at t, uninsured at t+1",17461,168334606.92,-0.0317,0.0005,-0.0317,0.0005,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,persistent_uninsured_h2,harm,"pure Medicaid at t, uninsured at t+1 and t+2",17413,167779048.9,-0.0629,0.0002,-0.0629,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,broad_exit_persistent_uninsured_h2,harm,"broad Medicaid exit at t+1, uninsured at t+2",17413,167779048.9,-0.0629,0.0002,-0.0629,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,persistent_uninsured_h3,harm,"pure Medicaid at t, uninsured through t+3",17370,167261540.49,-0.0618,0.0002,-0.0618,0.0002,unexpected,True
SIPP,2023,phase_split,phase_early_may_jul_2023,phase_early,"5,6,7","5,6,7",3,37,manual_renewal_burden,renewal_form_rate,legacy_comparison,legacy_comparison,same,broad_exit_resolved_insured_h2,contrast,"broad Medicaid exit at t+1, insured by t+2",17413,167779048.9,-0.0082,-0.0018,0.0082,0.0018,expected,True
