era,z_age65,N,pct_female,mean_age,pct_poor,mean_totslf,mean_totexp,pct_delay,mean_office,pct_er,pct_medicare
pre_aca,0,41204,53.6938161343559,58.9837394427726,18.1657120667896,946.127900203864,6021.3652800699,5.19349521489901,6.93685079118532,13.481700805747,11.0280555285895
pre_aca,1,25553,55.5042460767816,68.1415489375025,21.7117363910304,1045.29362501468,7896.67174108715,3.22748777163018,9.09889249794545,16.7142801236645,97.6284584980237
post_aca,0,15625,54.3616,59.106304,19.8144,821.1952,7759.982656,5.29461443513285,7.461312,15.6864,14.0032
post_aca,1,10422,54.365764728459,68.2995586259835,19.9194012665515,941.355593935905,9895.17587795049,4.38742532562922,10.5137209748609,18.0195739781232,97.5436576472846
