state,county_fips,county_name,rows,years_present,min_year,max_year,total_enrollment,min_enrollment,table1_missing_years,treatment_constructible_years,suppression_or_missing_any,drake_supplement_exclusion_flag,drake_supplement_exclusion_reason,included_drake_harmonized_sample,missing_crosswalk_flag_any,missing_current_plan_flag_any,missing_premium_flag_any,missing_county_mapping_flag_any,all_three_years,table1_complete_all_years,treatment_constructible_all_years,low_enrollment_rank,candidate_extra_if_forcing_to_2159_by_low_enrollment,candidate_discrepancy_reason
MS,28079,,3,3,2022,2024,3746.0,771.0,0,3,False,False,,True,False,False,False,False,True,True,True,1128,False,included_by_current_sample_rule
MS,28081,,3,3,2022,2024,18185.0,4344.0,0,3,False,False,,True,False,False,False,False,True,True,True,1887,False,included_by_current_sample_rule
MS,28083,,3,3,2022,2024,6607.0,1464.0,0,3,False,False,,True,False,False,False,False,True,True,True,1469,False,included_by_current_sample_rule
MS,28085,,3,3,2022,2024,8303.0,1987.0,0,3,False,False,,True,False,False,False,False,True,True,True,1598,False,included_by_current_sample_rule
MS,28087,,3,3,2022,2024,15043.0,3623.0,0,3,False,False,,True,False,False,False,False,True,True,True,1823,False,included_by_current_sample_rule
MS,28089,,3,3,2022,2024,16458.0,4273.0,0,3,False,False,,True,False,False,False,False,True,True,True,1852,False,included_by_current_sample_rule
MS,28091,,3,3,2022,2024,8071.0,2065.0,0,3,False,False,,True,False,False,False,False,True,True,True,1581,False,included_by_current_sample_rule
MS,28093,,3,3,2022,2024,6689.0,1599.0,0,3,False,False,,True,False,False,False,False,True,True,True,1476,False,included_by_current_sample_rule
MS,28095,,3,3,2022,2024,8256.0,1835.0,0,3,False,False,,True,False,False,False,False,True,True,True,1595,False,included_by_current_sample_rule
MS,28097,,3,3,2022,2024,1876.0,420.0,0,3,False,False,,True,False,False,False,False,True,True,True,675,False,included_by_current_sample_rule
MS,28099,,3,3,2022,2024,4256.0,881.0,0,3,False,False,,True,False,False,False,False,True,True,True,1227,False,included_by_current_sample_rule
MS,28101,,3,3,2022,2024,3690.0,832.0,0,3,False,False,,True,False,False,False,False,True,True,True,1114,False,included_by_current_sample_rule
MS,28103,,3,3,2022,2024,3528.0,891.0,0,3,False,False,,True,False,False,False,False,True,True,True,1092,False,included_by_current_sample_rule
MS,28105,,3,3,2022,2024,7375.0,1800.0,0,3,False,False,,True,False,False,False,False,True,True,True,1533,False,included_by_current_sample_rule
MS,28107,,3,3,2022,2024,7708.0,1652.0,0,3,False,False,,True,False,False,False,False,True,True,True,1558,False,included_by_current_sample_rule
MS,28109,,3,3,2022,2024,9689.0,2352.0,0,3,False,False,,True,False,False,False,False,True,True,True,1674,False,included_by_current_sample_rule
MS,28111,,3,3,2022,2024,2453.0,626.0,0,3,False,False,,True,False,False,False,False,True,True,True,836,False,included_by_current_sample_rule
MS,28113,,3,3,2022,2024,10406.0,2423.0,0,3,False,False,,True,False,False,False,False,True,True,True,1699,False,included_by_current_sample_rule
MS,28115,,3,3,2022,2024,5190.0,1148.0,0,3,False,False,,True,False,False,False,False,True,True,True,1359,False,included_by_current_sample_rule
MS,28117,,3,3,2022,2024,4727.0,1000.0,0,3,False,False,,True,False,False,False,False,True,True,True,1311,False,included_by_current_sample_rule
MS,28119,,3,3,2022,2024,1628.0,338.0,0,3,False,False,,True,False,False,False,False,True,True,True,587,False,included_by_current_sample_rule
MS,28121,,3,3,2022,2024,19383.0,4850.0,0,3,False,False,,True,False,False,False,False,True,True,True,1902,False,included_by_current_sample_rule
MS,28123,,3,3,2022,2024,4870.0,989.0,0,3,False,False,,True,False,False,False,False,True,True,True,1325,False,included_by_current_sample_rule
MS,28125,,3,3,2022,2024,988.0,194.0,3,3,True,False,,True,False,False,False,False,True,False,True,322,False,missing_or_suppressed_table1_outcome
MS,28127,,3,3,2022,2024,4324.0,1048.0,0,3,False,False,,True,False,False,False,False,True,True,True,1242,False,included_by_current_sample_rule
MS,28129,,3,3,2022,2024,3328.0,805.0,0,3,False,False,,True,False,False,False,False,True,True,True,1065,False,included_by_current_sample_rule
MS,28131,,3,3,2022,2024,3333.0,766.0,0,3,False,False,,True,False,False,False,False,True,True,True,1066,False,included_by_current_sample_rule
MS,28133,,3,3,2022,2024,8055.0,2102.0,0,3,False,False,,True,False,False,False,False,True,True,True,1578,False,included_by_current_sample_rule
MS,28135,,3,3,2022,2024,3105.0,789.0,0,3,False,False,,True,False,False,False,False,True,True,True,1012,False,included_by_current_sample_rule
MS,28137,,3,3,2022,2024,4960.0,1085.0,0,3,False,False,,True,False,False,False,False,True,True,True,1338,False,included_by_current_sample_rule
MS,28139,,3,3,2022,2024,4313.0,1072.0,0,3,False,False,,True,False,False,False,False,True,True,True,1241,False,included_by_current_sample_rule
MS,28141,,3,3,2022,2024,3366.0,752.0,0,3,False,False,,True,False,False,False,False,True,True,True,1071,False,included_by_current_sample_rule
MS,28143,,3,3,2022,2024,3034.0,815.0,0,3,False,False,,True,False,False,False,False,True,True,True,995,False,included_by_current_sample_rule
MS,28145,,3,3,2022,2024,4465.0,1038.0,0,3,False,False,,True,False,False,False,False,True,True,True,1268,False,included_by_current_sample_rule
MS,28147,,3,3,2022,2024,4208.0,1102.0,0,3,False,False,,True,False,False,False,False,True,True,True,1214,False,included_by_current_sample_rule
MS,28149,,3,3,2022,2024,8159.0,1840.0,0,3,False,False,,True,False,False,False,False,True,True,True,1587,False,included_by_current_sample_rule
MS,28151,,3,3,2022,2024,12272.0,2761.0,0,3,False,False,,True,False,False,False,False,True,True,True,1754,False,included_by_current_sample_rule
MS,28153,,3,3,2022,2024,6625.0,1822.0,0,3,False,False,,True,False,False,False,False,True,True,True,1470,False,included_by_current_sample_rule
MS,28155,,3,3,2022,2024,1921.0,448.0,0,3,False,False,,True,False,False,False,False,True,True,True,691,False,included_by_current_sample_rule
MS,28157,,3,3,2022,2024,1721.0,390.0,0,3,False,False,,True,False,False,False,False,True,True,True,625,False,included_by_current_sample_rule
MS,28159,,3,3,2022,2024,4160.0,942.0,0,3,False,False,,True,False,False,False,False,True,True,True,1211,False,included_by_current_sample_rule
MS,28161,,3,3,2022,2024,2112.0,432.0,0,3,False,False,,True,False,False,False,False,True,True,True,748,False,included_by_current_sample_rule
MS,28163,,3,3,2022,2024,4368.0,923.0,0,3,False,False,,True,False,False,False,False,True,True,True,1253,False,included_by_current_sample_rule
MT,30001,,3,3,2022,2024,1949.0,552.0,0,3,False,False,,True,False,False,False,False,True,True,True,704,False,included_by_current_sample_rule
MT,30003,,3,3,2022,2024,915.0,243.0,0,3,False,False,,True,False,False,False,False,True,True,True,298,False,included_by_current_sample_rule
MT,30005,,3,3,2022,2024,702.0,191.0,0,3,False,False,,True,False,False,False,False,True,True,True,195,False,included_by_current_sample_rule
MT,30007,,3,3,2022,2024,1234.0,335.0,0,3,False,False,,True,False,False,False,False,True,True,True,432,False,included_by_current_sample_rule
MT,30009,,3,3,2022,2024,2856.0,897.0,0,3,False,False,,True,False,False,False,False,True,True,True,949,False,included_by_current_sample_rule
MT,30011,,3,3,2022,2024,362.0,108.0,0,3,False,False,,True,False,False,False,False,True,True,True,63,False,included_by_current_sample_rule
MT,30013,,3,3,2022,2024,7831.0,2247.0,0,3,False,False,,True,False,False,False,False,True,True,True,1567,False,included_by_current_sample_rule
MT,30015,,3,3,2022,2024,986.0,303.0,0,3,False,False,,True,False,False,False,False,True,True,True,320,False,included_by_current_sample_rule
MT,30017,,3,3,2022,2024,1574.0,440.0,0,3,False,False,,True,False,False,False,False,True,True,True,577,False,included_by_current_sample_rule
MT,30019,,3,3,2022,2024,303.0,95.0,2,3,True,False,,True,False,False,False,False,True,False,True,45,False,missing_or_suppressed_table1_outcome
MT,30021,,3,3,2022,2024,1511.0,459.0,0,3,False,False,,True,False,False,False,False,True,True,True,552,False,included_by_current_sample_rule
MT,30023,,3,3,2022,2024,1094.0,318.0,0,3,False,False,,True,False,False,False,False,True,True,True,366,False,included_by_current_sample_rule
MT,30025,,3,3,2022,2024,428.0,138.0,0,3,False,False,,True,False,False,False,False,True,True,True,87,False,included_by_current_sample_rule
MT,30027,,3,3,2022,2024,1965.0,599.0,0,3,False,False,,True,False,False,False,False,True,True,True,708,False,included_by_current_sample_rule
MT,30029,,3,3,2022,2024,22375.0,6683.0,0,3,False,False,,True,False,False,False,False,True,True,True,1935,False,included_by_current_sample_rule
MT,30031,,3,3,2022,2024,26595.0,7954.0,0,3,False,False,,True,False,False,False,False,True,True,True,1972,False,included_by_current_sample_rule
MT,30033,,3,3,2022,2024,444.0,135.0,0,3,False,False,,True,False,False,False,False,True,True,True,90,False,included_by_current_sample_rule
MT,30035,,3,3,2022,2024,891.0,208.0,0,3,False,False,,True,False,False,False,False,True,True,True,287,False,included_by_current_sample_rule
MT,30037,,3,3,2022,2024,232.0,71.0,3,3,True,False,,True,False,False,False,False,True,False,True,25,True,missing_or_suppressed_table1_outcome
MT,30039,,3,3,2022,2024,814.0,226.0,0,3,False,False,,True,False,False,False,False,True,True,True,250,False,included_by_current_sample_rule
MT,30041,,3,3,2022,2024,1972.0,558.0,0,3,False,False,,True,False,False,False,False,True,True,True,710,False,included_by_current_sample_rule
MT,30043,,3,3,2022,2024,1642.0,478.0,0,3,False,False,,True,False,False,False,False,True,True,True,592,False,included_by_current_sample_rule
MT,30045,,3,3,2022,2024,598.0,193.0,0,3,False,False,,True,False,False,False,False,True,True,True,153,False,included_by_current_sample_rule
MT,30047,,3,3,2022,2024,3962.0,1128.0,0,3,False,False,,True,False,False,False,False,True,True,True,1176,False,included_by_current_sample_rule
MT,30049,,3,3,2022,2024,7953.0,2252.0,0,3,False,False,,True,False,False,False,False,True,True,True,1570,False,included_by_current_sample_rule
MT,30051,,3,3,2022,2024,421.0,127.0,1,3,True,False,,True,False,False,False,False,True,False,True,83,False,missing_or_suppressed_table1_outcome
MT,30053,,3,3,2022,2024,2447.0,733.0,0,3,False,False,,True,False,False,False,False,True,True,True,833,False,included_by_current_sample_rule
MT,30055,,3,3,2022,2024,436.0,126.0,0,3,False,False,,True,False,False,False,False,True,True,True,89,False,included_by_current_sample_rule
MT,30057,,3,3,2022,2024,2541.0,769.0,0,3,False,False,,True,False,False,False,False,True,True,True,869,False,included_by_current_sample_rule
MT,30059,,3,3,2022,2024,350.0,102.0,1,3,True,False,,True,False,False,False,False,True,False,True,58,False,missing_or_suppressed_table1_outcome
MT,30061,,3,3,2022,2024,710.0,214.0,0,3,False,False,,True,False,False,False,False,True,True,True,201,False,included_by_current_sample_rule
MT,30063,,3,3,2022,2024,21258.0,6610.0,0,3,False,False,,True,False,False,False,False,True,True,True,1926,False,included_by_current_sample_rule
MT,30065,,3,3,2022,2024,708.0,192.0,0,3,False,False,,True,False,False,False,False,True,True,True,198,False,included_by_current_sample_rule
MT,30067,,3,3,2022,2024,4350.0,1336.0,0,3,False,False,,True,False,False,False,False,True,True,True,1249,False,included_by_current_sample_rule
MT,30069,,3,3,2022,2024,155.0,48.0,3,3,True,False,,True,False,False,False,False,True,False,True,9,True,missing_or_suppressed_table1_outcome
MT,30071,,3,3,2022,2024,706.0,212.0,0,3,False,False,,True,False,False,False,False,True,True,True,196,False,included_by_current_sample_rule
MT,30073,,3,3,2022,2024,775.0,234.0,0,3,False,False,,True,False,False,False,False,True,True,True,235,False,included_by_current_sample_rule
MT,30075,,3,3,2022,2024,504.0,151.0,0,3,False,False,,True,False,False,False,False,True,True,True,113,False,included_by_current_sample_rule
MT,30077,,3,3,2022,2024,722.0,210.0,0,3,False,False,,True,False,False,False,False,True,True,True,210,False,included_by_current_sample_rule
MT,30079,,3,3,2022,2024,221.0,69.0,3,3,True,False,,True,False,False,False,False,True,False,True,19,True,missing_or_suppressed_table1_outcome
MT,30081,,3,3,2022,2024,8566.0,2545.0,0,3,False,False,,True,False,False,False,False,True,True,True,1622,False,included_by_current_sample_rule
MT,30083,,3,3,2022,2024,1488.0,390.0,0,3,False,False,,True,False,False,False,False,True,True,True,539,False,included_by_current_sample_rule
MT,30085,,3,3,2022,2024,1391.0,401.0,0,3,False,False,,True,False,False,False,False,True,True,True,501,False,included_by_current_sample_rule
MT,30087,,3,3,2022,2024,897.0,272.0,0,3,False,False,,True,False,False,False,False,True,True,True,289,False,included_by_current_sample_rule
MT,30089,,3,3,2022,2024,1799.0,501.0,0,3,False,False,,True,False,False,False,False,True,True,True,658,False,included_by_current_sample_rule
MT,30091,,3,3,2022,2024,1002.0,313.0,0,3,False,False,,True,False,False,False,False,True,True,True,328,False,included_by_current_sample_rule
MT,30093,,3,3,2022,2024,3783.0,1050.0,0,3,False,False,,True,False,False,False,False,True,True,True,1138,False,included_by_current_sample_rule
MT,30095,,3,3,2022,2024,1482.0,474.0,0,3,False,False,,True,False,False,False,False,True,True,True,537,False,included_by_current_sample_rule
MT,30097,,3,3,2022,2024,1209.0,377.0,0,3,False,False,,True,False,False,False,False,True,True,True,419,False,included_by_current_sample_rule
MT,30099,,3,3,2022,2024,1290.0,410.0,0,3,False,False,,True,False,False,False,False,True,True,True,462,False,included_by_current_sample_rule
MT,30101,,3,3,2022,2024,498.0,147.0,0,3,False,False,,True,False,False,False,False,True,True,True,110,False,included_by_current_sample_rule
MT,30103,,3,3,2022,2024,172.0,49.0,3,3,True,False,,True,False,False,False,False,True,False,True,11,True,missing_or_suppressed_table1_outcome
MT,30105,,3,3,2022,2024,1285.0,405.0,0,3,False,False,,True,False,False,False,False,True,True,True,459,False,included_by_current_sample_rule
MT,30107,,3,3,2022,2024,367.0,107.0,1,3,True,False,,True,False,False,False,False,True,False,True,65,False,missing_or_suppressed_table1_outcome
MT,30109,,3,3,2022,2024,199.0,59.0,2,3,True,False,,True,False,False,False,False,True,False,True,14,True,missing_or_suppressed_table1_outcome
MT,30111,,3,3,2022,2024,18410.0,5407.0,0,3,False,False,,True,False,False,False,False,True,True,True,1892,False,included_by_current_sample_rule
NC,37001,,3,3,2022,2024,32522.0,8510.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,2004,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37003,,3,3,2022,2024,9399.0,2541.0,0,3,False,False,,True,False,False,False,False,True,True,True,1659,False,included_by_current_sample_rule
NC,37005,,3,3,2022,2024,2582.0,788.0,0,3,False,False,,True,False,False,False,False,True,True,True,883,False,included_by_current_sample_rule
NC,37007,,3,3,2022,2024,4880.0,1118.0,0,3,False,False,,True,False,False,False,False,True,True,True,1328,False,included_by_current_sample_rule
NC,37009,,3,3,2022,2024,6722.0,2107.0,0,3,False,False,,True,False,False,False,False,True,True,True,1481,False,included_by_current_sample_rule
NC,37011,,3,3,2022,2024,5225.0,1582.0,0,3,False,False,,True,False,False,False,False,True,True,True,1362,False,included_by_current_sample_rule
NC,37013,,3,3,2022,2024,17084.0,4642.0,0,3,False,False,,True,False,False,False,False,True,True,True,1864,False,included_by_current_sample_rule
NC,37015,,3,3,2022,2024,3753.0,994.0,0,3,False,False,,True,False,False,False,False,True,True,True,1131,False,included_by_current_sample_rule
NC,37017,,3,3,2022,2024,9798.0,1922.0,0,3,False,False,,True,False,False,False,False,True,True,True,1677,False,included_by_current_sample_rule
NC,37019,,3,3,2022,2024,40020.0,11322.0,0,3,False,False,,True,False,False,False,False,True,True,True,2031,False,included_by_current_sample_rule
NC,37021,,3,3,2022,2024,93440.0,28120.0,0,3,False,False,,True,False,False,False,False,True,True,True,2120,False,included_by_current_sample_rule
NC,37023,,3,3,2022,2024,19881.0,5231.0,0,3,False,False,,True,False,False,False,False,True,True,True,1905,False,included_by_current_sample_rule
NC,37025,,3,3,2022,2024,59116.0,14953.0,0,3,False,False,,True,False,False,False,False,True,True,True,2086,False,included_by_current_sample_rule
NC,37027,,3,3,2022,2024,20114.0,5829.0,0,3,False,False,,True,False,False,False,False,True,True,True,1911,False,included_by_current_sample_rule
NC,37029,,3,3,2022,2024,2179.0,495.0,0,3,False,False,,True,False,False,False,False,True,True,True,767,False,included_by_current_sample_rule
NC,37031,,3,3,2022,2024,23068.0,6817.0,0,3,False,False,,True,False,False,False,False,True,True,True,1941,False,included_by_current_sample_rule
NC,37033,,3,3,2022,2024,4354.0,1033.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1250,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37035,,3,3,2022,2024,41288.0,12269.0,0,3,False,False,,True,False,False,False,False,True,True,True,2035,False,included_by_current_sample_rule
NC,37037,,3,3,2022,2024,16386.0,4356.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1850,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37039,,3,3,2022,2024,8659.0,2373.0,0,3,False,False,,True,False,False,False,False,True,True,True,1628,False,included_by_current_sample_rule
NC,37041,,3,3,2022,2024,3342.0,918.0,0,3,False,False,,True,False,False,False,False,True,True,True,1069,False,included_by_current_sample_rule
NC,37043,,3,3,2022,2024,3163.0,954.0,0,3,False,False,,True,False,False,False,False,True,True,True,1027,False,included_by_current_sample_rule
NC,37045,,3,3,2022,2024,19055.0,4191.0,0,3,False,False,,True,False,False,False,False,True,True,True,1897,False,included_by_current_sample_rule
NC,37047,,3,3,2022,2024,13660.0,3442.0,0,3,False,False,,True,False,False,False,False,True,True,True,1791,False,included_by_current_sample_rule
NC,37049,,3,3,2022,2024,22432.0,6490.0,0,3,False,False,,True,False,False,False,False,True,True,True,1936,False,included_by_current_sample_rule
NC,37051,,3,3,2022,2024,59798.0,14568.0,0,3,False,False,,True,False,False,False,False,True,True,True,2088,False,included_by_current_sample_rule
NC,37053,,3,3,2022,2024,6736.0,2018.0,0,3,False,False,,True,False,False,False,False,True,True,True,1483,False,included_by_current_sample_rule
NC,37055,,3,3,2022,2024,18007.0,5672.0,0,3,False,False,,True,False,False,False,False,True,True,True,1884,False,included_by_current_sample_rule
NC,37057,,3,3,2022,2024,40130.0,10337.0,0,3,False,False,,True,False,False,False,False,True,True,True,2032,False,included_by_current_sample_rule
NC,37059,,3,3,2022,2024,8847.0,2501.0,0,3,False,False,,True,False,False,False,False,True,True,True,1632,False,included_by_current_sample_rule
NC,37061,,3,3,2022,2024,14877.0,3185.0,0,3,False,False,,True,False,False,False,False,True,True,True,1819,False,included_by_current_sample_rule
NC,37063,,3,3,2022,2024,67192.0,16479.0,0,3,False,False,,True,False,False,False,False,True,True,True,2100,False,included_by_current_sample_rule
NC,37065,,3,3,2022,2024,10698.0,2477.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1706,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37067,,3,3,2022,2024,84909.0,23622.0,0,3,False,False,,True,False,False,False,False,True,True,True,2117,False,included_by_current_sample_rule
NC,37069,,3,3,2022,2024,16795.0,4128.0,0,3,False,False,,True,False,False,False,False,True,True,True,1859,False,included_by_current_sample_rule
NC,37071,,3,3,2022,2024,52589.0,12155.0,0,3,False,False,,True,False,False,False,False,True,True,True,2070,False,included_by_current_sample_rule
NC,37073,,3,3,2022,2024,1897.0,529.0,0,3,False,False,,True,False,False,False,False,True,True,True,684,False,included_by_current_sample_rule
NC,37075,,3,3,2022,2024,1736.0,502.0,0,3,False,False,,True,False,False,False,False,True,True,True,634,False,included_by_current_sample_rule
NC,37077,,3,3,2022,2024,9984.0,2443.0,0,3,False,False,,True,False,False,False,False,True,True,True,1685,False,included_by_current_sample_rule
NC,37079,,3,3,2022,2024,4335.0,1018.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1245,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37081,,3,3,2022,2024,127622.0,35599.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,2140,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37083,,3,3,2022,2024,12311.0,3075.0,0,3,False,False,,True,False,False,False,False,True,True,True,1755,False,included_by_current_sample_rule
NC,37085,,3,3,2022,2024,23799.0,5644.0,0,3,False,False,,True,False,False,False,False,True,True,True,1944,False,included_by_current_sample_rule
NC,37087,,3,3,2022,2024,15819.0,4592.0,0,3,False,False,,True,False,False,False,False,True,True,True,1836,False,included_by_current_sample_rule
NC,37089,,3,3,2022,2024,28182.0,8331.0,0,3,False,False,,True,False,False,False,False,True,True,True,1981,False,included_by_current_sample_rule
NC,37091,,3,3,2022,2024,3896.0,961.0,0,3,False,False,,True,False,False,False,False,True,True,True,1164,False,included_by_current_sample_rule
NC,37093,,3,3,2022,2024,10134.0,2180.0,0,3,False,False,,True,False,False,False,False,True,True,True,1687,False,included_by_current_sample_rule
NC,37095,,3,3,2022,2024,1558.0,473.0,0,3,False,False,,True,False,False,False,False,True,True,True,573,False,included_by_current_sample_rule
NC,37097,,3,3,2022,2024,50476.0,14471.0,0,3,False,False,,True,False,False,False,False,True,True,True,2064,False,included_by_current_sample_rule
NC,37099,,3,3,2022,2024,9019.0,2485.0,0,3,False,False,,True,False,False,False,False,True,True,True,1639,False,included_by_current_sample_rule
NC,37101,,3,3,2022,2024,46402.0,11423.0,0,3,False,False,,True,False,False,False,False,True,True,True,2053,False,included_by_current_sample_rule
NC,37103,,3,3,2022,2024,3547.0,727.0,0,3,False,False,,True,False,False,False,False,True,True,True,1094,False,included_by_current_sample_rule
NC,37105,,3,3,2022,2024,11715.0,3060.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1743,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37107,,3,3,2022,2024,11858.0,3184.0,0,3,False,False,,True,False,False,False,False,True,True,True,1747,False,included_by_current_sample_rule
NC,37109,,3,3,2022,2024,18127.0,5118.0,0,3,False,False,,True,False,False,False,False,True,True,True,1886,False,included_by_current_sample_rule
NC,37111,,3,3,2022,2024,11292.0,3074.0,0,3,False,False,,True,False,False,False,False,True,True,True,1728,False,included_by_current_sample_rule
NC,37113,,3,3,2022,2024,11115.0,3258.0,0,3,False,False,,True,False,False,False,False,True,True,True,1718,False,included_by_current_sample_rule
NC,37115,,3,3,2022,2024,6592.0,2077.0,0,3,False,False,,True,False,False,False,False,True,True,True,1468,False,included_by_current_sample_rule
NC,37117,,3,3,2022,2024,6273.0,1720.0,0,3,False,False,,True,False,False,False,False,True,True,True,1439,False,included_by_current_sample_rule
NC,37119,,3,3,2022,2024,334863.0,84786.0,0,3,False,False,,True,False,False,False,False,True,True,True,2173,False,included_by_current_sample_rule
NC,37121,,3,3,2022,2024,4210.0,1312.0,0,3,False,False,,True,False,False,False,False,True,True,True,1216,False,included_by_current_sample_rule
NC,37123,,3,3,2022,2024,5559.0,1176.0,0,3,False,False,,True,False,False,False,False,True,True,True,1390,False,included_by_current_sample_rule
NC,37125,,3,3,2022,2024,19248.0,5436.0,0,3,False,False,,True,False,False,False,False,True,True,True,1901,False,included_by_current_sample_rule
NC,37127,,3,3,2022,2024,17361.0,4251.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1869,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37129,,3,3,2022,2024,71808.0,20678.0,0,3,False,False,,True,False,False,False,False,True,True,True,2105,False,included_by_current_sample_rule
NC,37131,,3,3,2022,2024,3823.0,991.0,0,3,False,False,,True,False,False,False,False,True,True,True,1149,False,included_by_current_sample_rule
NC,37133,,3,3,2022,2024,30639.0,9233.0,0,3,False,False,,True,False,False,False,False,True,True,True,1996,False,included_by_current_sample_rule
NC,37135,,3,3,2022,2024,26179.0,7721.0,0,3,False,False,,True,False,False,False,False,True,True,True,1967,False,included_by_current_sample_rule
NC,37137,,3,3,2022,2024,3668.0,931.0,0,3,False,False,,True,False,False,False,False,True,True,True,1110,False,included_by_current_sample_rule
NC,37139,,3,3,2022,2024,7270.0,2063.0,0,3,False,False,,True,False,False,False,False,True,True,True,1527,False,included_by_current_sample_rule
NC,37141,,3,3,2022,2024,16640.0,4716.0,0,3,False,False,,True,False,False,False,False,True,True,True,1856,False,included_by_current_sample_rule
NC,37143,,3,3,2022,2024,2646.0,713.0,0,3,False,False,,True,False,False,False,False,True,True,True,901,False,included_by_current_sample_rule
NC,37145,,3,3,2022,2024,7456.0,2055.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1538,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37147,,3,3,2022,2024,34707.0,10171.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,2010,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37149,,3,3,2022,2024,5449.0,1601.0,0,3,False,False,,True,False,False,False,False,True,True,True,1383,False,included_by_current_sample_rule
NC,37151,,3,3,2022,2024,30508.0,8207.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1994,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37153,,3,3,2022,2024,9172.0,1866.0,0,3,False,False,,True,False,False,False,False,True,True,True,1653,False,included_by_current_sample_rule
NC,37155,,3,3,2022,2024,32475.0,7307.0,0,3,False,False,,True,False,False,False,False,True,True,True,2003,False,included_by_current_sample_rule
NC,37157,,3,3,2022,2024,16294.0,4463.0,0,2,False,True,No crosswalk data from 2023 to 2024 per Drake supplement eTable 3.,False,True,True,True,False,True,True,False,1847,False,drake_supplement_etable3_exclusion;treatment_not_constructible_all_years;missing_crosswalk_flag;missing_current_plan_flag;missing_premium_flag
NC,37159,,3,3,2022,2024,30524.0,7775.0,0,3,False,False,,True,False,False,False,False,True,True,True,1995,False,included_by_current_sample_rule
NC,37161,,3,3,2022,2024,15806.0,4339.0,0,3,False,False,,True,False,False,False,False,True,True,True,1834,False,included_by_current_sample_rule
NC,37163,,3,3,2022,2024,14483.0,2846.0,0,3,False,False,,True,False,False,False,False,True,True,True,1811,False,included_by_current_sample_rule
NC,37165,,3,3,2022,2024,6949.0,1423.0,0,3,False,False,,True,False,False,False,False,True,True,True,1501,False,included_by_current_sample_rule
NC,37167,,3,3,2022,2024,12385.0,3254.0,0,3,False,False,,True,False,False,False,False,True,True,True,1758,False,included_by_current_sample_rule
NC,37169,,3,3,2022,2024,9091.0,2566.0,0,3,False,False,,True,False,False,False,False,True,True,True,1645,False,included_by_current_sample_rule
NC,37171,,3,3,2022,2024,14898.0,4456.0,0,3,False,False,,True,False,False,False,False,True,True,True,1820,False,included_by_current_sample_rule
NC,37173,,3,3,2022,2024,4257.0,1247.0,0,3,False,False,,True,False,False,False,False,True,True,True,1229,False,included_by_current_sample_rule
NC,37175,,3,3,2022,2024,10168.0,3069.0,0,3,False,False,,True,False,False,False,False,True,True,True,1689,False,included_by_current_sample_rule
