year,state,raw_qhp_landscape_rows,rows_after_healthcaregov_state_filter,rows_after_individual_market_filter,rows_after_dental_exclusion,rows_after_metal_silver_filter,rows_after_child_only_exclusion,rows_after_valid_premium_filter,unique_counties,unique_plan_ids,unique_standard_component_ids,unique_issuers,duplicate_county_plan_rows,duplicate_county_standard_component_rows,missing_age_40_premium_rows,missing_ehb_percent_total_premium_rows,rows_with_ehb_percent_total_premium_lt_1,rows_with_ehb_percent_total_premium_gt_1,rows_with_anomalous_premiums,counties_with_fewer_than_2_silver_plans,counties_with_exactly_2_silver_plans,counties_with_more_than_2_silver_plans,source_file,notes
2023,LA,2682,2682,2682,2682,998,998,998,64,52,52,6,0,0,0,0,230,0,0,0,0,64,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,MI,4749,4749,4749,4749,1635,1635,1635,83,81,81,10,0,0,0,0,306,0,0,0,0,83,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,MO,6476,6476,6476,6476,2223,2223,2223,115,72,72,10,0,0,0,0,469,0,0,0,0,115,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,MS,4287,4287,4287,4287,1650,1650,1650,82,29,29,5,0,0,0,0,599,0,0,0,0,82,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,MT,2148,2148,2148,2148,638,638,638,56,28,28,3,0,0,0,0,0,0,0,0,0,56,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,NC,7715,7715,7715,7715,3041,3041,3041,100,139,139,10,0,0,0,0,429,0,0,0,0,100,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,ND,1726,1726,1726,1726,473,473,473,53,17,17,3,0,0,0,0,0,0,0,0,0,53,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,NE,7592,7592,7592,7592,2241,2241,2241,93,48,48,4,0,0,0,0,930,0,0,0,0,93,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,NH,550,550,550,550,250,250,250,10,25,25,3,0,0,0,0,100,0,0,0,0,10,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,OH,7330,7330,7330,7330,3071,3071,3071,88,132,132,11,0,0,0,0,736,0,0,0,0,88,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,OK,2807,2807,2807,2807,752,752,752,77,59,59,7,0,0,0,0,88,0,0,0,0,77,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,OR,1495,1495,1495,1495,493,493,493,36,26,26,6,0,0,0,0,493,0,0,0,0,36,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,SC,2548,2548,2548,2548,992,992,992,46,37,37,5,0,0,0,0,227,0,0,0,0,46,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,SD,1699,1699,1699,1699,584,584,584,66,22,22,3,0,0,0,0,0,0,0,0,0,66,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,TN,7530,7530,7530,7530,2859,2859,2859,95,117,117,6,0,0,0,0,453,0,0,0,0,95,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,TX,12680,12680,12680,12680,4433,4433,4433,254,306,306,17,0,0,0,0,559,0,0,0,0,254,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,UT,1292,1292,1292,1292,410,410,410,29,34,34,6,0,0,0,0,187,0,0,0,0,29,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,VA,5330,5330,5330,5330,1618,1618,1618,133,49,49,12,0,0,0,0,152,0,0,0,0,133,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,WI,6634,6634,6634,6634,2093,2093,2093,72,163,163,13,0,0,0,0,735,0,0,0,0,72,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,WV,1430,1430,1430,1430,495,495,495,55,9,9,2,0,0,0,0,220,0,0,0,0,55,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,WY,575,575,575,575,207,207,207,23,9,9,2,0,0,0,0,0,0,0,0,0,23,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,AK,361,361,361,361,86,86,86,30,4,4,2,0,0,0,0,86,0,0,0,17,13,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,AL,2142,2142,2142,2142,797,797,797,67,18,18,3,0,0,0,0,210,0,0,0,0,67,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,AR,3900,3900,3900,3900,1875,1875,1875,75,25,25,6,0,0,0,0,1875,0,0,0,0,75,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,AZ,726,726,726,726,273,273,273,15,79,79,8,0,0,0,0,49,0,0,0,0,15,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,DE,162,162,162,162,51,51,51,3,17,17,4,0,0,0,0,15,0,0,0,0,3,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,FL,6953,6953,6953,6953,2305,2305,2305,67,146,146,14,0,0,0,0,514,0,0,0,0,67,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,GA,15148,15148,15148,15148,4995,4995,4995,159,82,82,10,0,0,0,0,1527,0,0,0,0,159,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,HI,90,90,90,90,20,20,20,5,4,4,2,0,0,0,0,20,0,0,0,0,5,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,IA,3144,3144,3144,3144,1053,1053,1053,99,30,30,3,0,0,0,0,0,0,0,0,0,99,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,IL,3693,3693,3693,3693,1156,1156,1156,102,136,136,12,0,0,0,0,1156,0,0,0,0,102,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,IN,5856,5856,5856,5856,2411,2411,2411,92,37,37,6,0,0,0,0,920,0,0,0,0,92,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,KS,4771,4771,4771,4771,1778,1778,1778,105,35,35,8,0,0,0,0,860,0,0,0,0,105,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,LA,2209,2209,2209,2209,824,824,824,64,38,38,5,0,0,0,0,122,0,0,0,0,64,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,MI,4384,4384,4384,4384,1556,1556,1556,83,62,62,9,0,0,0,0,346,0,0,0,0,83,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,MO,6577,6577,6577,6577,2404,2404,2404,115,57,57,9,0,0,0,0,625,0,0,0,0,115,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,MS,4584,4584,4584,4584,1745,1745,1745,82,25,25,5,0,0,0,0,642,0,0,0,0,82,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,MT,2057,2057,2057,2057,646,646,646,56,28,28,3,0,0,0,0,0,0,0,0,0,56,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,NC,6276,6276,6276,6276,2509,2509,2509,100,102,102,9,0,0,0,0,354,0,0,0,0,100,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,ND,1835,1835,1835,1835,531,531,531,53,19,19,3,0,0,0,0,0,0,0,0,0,53,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,NE,5824,5824,5824,5824,1949,1949,1949,93,32,32,4,0,0,0,0,837,0,0,0,0,93,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,NH,470,470,470,470,180,180,180,10,18,18,3,0,0,0,0,90,0,0,0,0,10,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,OH,7319,7319,7319,7319,3017,3017,3017,88,71,71,12,0,0,0,0,869,0,0,0,0,88,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,OK,2862,2862,2862,2862,915,915,915,77,59,59,7,0,0,0,0,155,0,0,0,0,77,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,OR,1569,1569,1569,1569,514,514,514,36,26,26,6,0,0,0,0,514,0,0,0,0,36,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,SC,2866,2866,2866,2866,1080,1080,1080,46,46,46,6,0,0,0,0,229,0,0,0,0,46,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,SD,1807,1807,1807,1807,596,596,596,66,24,24,3,0,0,0,0,0,0,0,0,0,66,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,TN,6217,6217,6217,6217,2410,2410,2410,95,74,74,6,0,0,0,0,562,0,0,0,0,95,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,TX,14524,14524,14524,14524,5442,5442,5442,254,321,321,16,0,0,0,0,828,0,0,0,0,254,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,UT,1022,1022,1022,1022,323,323,323,29,30,30,8,0,0,0,0,93,0,0,0,1,28,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,WI,4972,4972,4972,4972,1633,1633,1633,72,132,132,14,0,0,0,0,301,0,0,0,0,72,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,WV,1815,1815,1815,1815,715,715,715,55,13,13,2,0,0,0,0,330,0,0,0,0,55,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2024,WY,552,552,552,552,207,207,207,23,9,9,2,0,0,0,0,0,0,0,0,0,23,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2024\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
