transition,state,county_fips,rank,previous_plan_id,current_plan_id,previous_issuer_id,previous_issuer_id_cw,current_issuer_id,current_issuer_id_plan_panel,current_issuer_final,previous_plan_issuer_prefix,current_plan_issuer_prefix,crosswalk_level,crosswalk_reason_or_type,mapping_quality_flag,prior_gross_premium,current_gross_premium,prior_ehb_premium,current_ehb_premium,prior_non_ehb_premium,current_non_ehb_premium,prior_net_premium_proxy_gross_benchmark,current_net_premium_proxy_gross_benchmark,prior_net_premium_proxy,current_net_premium_proxy,prior_gross_benchmark_zero_premium_flag,prior_zero_premium_flag,current_positive_premium_flag,zero_to_positive_turnover,same_issuer,across_issuer,same_issuer_crosswalk_only,across_issuer_crosswalk_only,same_issuer_plan_panel_only,across_issuer_plan_panel_only,same_issuer_plan_id_prefix,across_issuer_plan_id_prefix,missing_crosswalk_flag,missing_current_plan_flag,missing_premium_flag
2021_to_2022,KS,20175,lowest,18558KS0400013,18558KS0400013,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,531.96,533.17,531.96,533.17,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20177,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,496.01,490.76,496.01,490.76,0.0,0.0,0.0,24.379999999999995,0.0,24.379999999999995,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20179,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20181,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20183,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20185,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.03,498.45,504.03,498.45,0.0,0.0,0.0,24.769999999999982,0.0,24.769999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20187,lowest,18558KS0400013,18558KS0400013,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,531.96,533.17,531.96,533.17,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20189,lowest,18558KS0400013,18558KS0400013,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,531.96,533.17,531.96,533.17,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20191,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,457.99,477.66,457.99,477.66,0.0,0.0,0.0,27.920000000000016,0.0,27.920000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20193,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20195,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20197,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,496.01,490.76,496.01,490.76,0.0,0.0,0.0,24.379999999999995,0.0,24.379999999999995,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20199,lowest,18558KS0400013,18558KS0400013,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,568.19,569.49,568.19,569.49,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20201,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,480.02,477.75,480.02,477.75,0.0,0.0,0.0,23.74000000000001,0.0,23.74000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20203,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,459.0,473.44,459.0,473.44,0.0,0.0,0.0,23.519999999999982,0.0,23.519999999999982,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20205,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,457.99,477.66,457.99,477.66,0.0,0.0,0.0,23.74000000000001,0.0,23.74000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20207,lowest,80065KS0010012,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,441.03,454.22,441.03,454.22,0.0,0.0,0.0,22.57000000000005,0.0,22.57000000000005,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20209,lowest,43490KS0010008,43490KS0010008,43490,43490,43490,43490,43490,43490,43490,0,0,mapped,458.51,466.28,458.51,466.28,0.0,0.0,0.0,41.839999999999975,0.0,41.839999999999975,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20001,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20003,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20005,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20007,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20009,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20011,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20013,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20015,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20017,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20019,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20021,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20023,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20025,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20027,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20029,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20031,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20033,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20035,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20037,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20039,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,595.4,644.19,595.4,644.19,0.0,0.0,0.0,194.27000000000004,0.0,194.27000000000004,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20041,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20043,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20045,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20047,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20049,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20051,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20053,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20055,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20057,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20059,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20061,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20063,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20065,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20067,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20069,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20071,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20073,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20075,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20077,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20079,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20081,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20083,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20085,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20087,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20089,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20091,second_lowest,80065KS0010022,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,2,6,mapped,458.96,446.63,458.96,446.63,0.0,0.0,0.0,22.189999999999998,0.0,22.189999999999998,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20093,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20095,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20097,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20099,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20101,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,595.4,644.19,595.4,644.19,0.0,0.0,0.0,194.27000000000004,0.0,194.27000000000004,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20103,second_lowest,80065KS0010011,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,2,6,mapped,466.81,452.01,466.81,452.01,0.0,0.0,0.0,27.569999999999993,0.0,27.569999999999993,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20105,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20107,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20109,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20111,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20113,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20115,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20117,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20119,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20121,second_lowest,80065KS0010011,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,2,6,mapped,466.81,452.01,466.81,452.01,0.0,0.0,0.0,27.569999999999993,0.0,27.569999999999993,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20123,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20125,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20127,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20129,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20131,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20133,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20135,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20137,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20139,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20141,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,595.4,644.19,595.4,644.19,0.0,0.0,0.0,194.27000000000004,0.0,194.27000000000004,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20143,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20145,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20147,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20149,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20151,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20153,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
