transition,state,county_fips,rank,previous_plan_id,current_plan_id,previous_issuer_id,previous_issuer_id_cw,current_issuer_id,current_issuer_id_plan_panel,current_issuer_final,previous_plan_issuer_prefix,current_plan_issuer_prefix,crosswalk_level,crosswalk_reason_or_type,mapping_quality_flag,prior_gross_premium,current_gross_premium,prior_ehb_premium,current_ehb_premium,prior_non_ehb_premium,current_non_ehb_premium,prior_net_premium_proxy_gross_benchmark,current_net_premium_proxy_gross_benchmark,prior_net_premium_proxy,current_net_premium_proxy,prior_gross_benchmark_zero_premium_flag,prior_zero_premium_flag,current_positive_premium_flag,zero_to_positive_turnover,same_issuer,across_issuer,same_issuer_crosswalk_only,across_issuer_crosswalk_only,same_issuer_plan_panel_only,across_issuer_plan_panel_only,same_issuer_plan_id_prefix,across_issuer_plan_id_prefix,missing_crosswalk_flag,missing_current_plan_flag,missing_premium_flag
2021_to_2022,KS,20155,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20157,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20159,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20161,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20163,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,595.4,644.19,595.4,644.19,0.0,0.0,0.0,194.27000000000004,0.0,194.27000000000004,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20165,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20167,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20169,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20171,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20173,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20175,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20177,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20179,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20181,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20183,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20185,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,512.65,504.46,512.65,504.46,0.0,0.0,0.0,30.779999999999973,0.0,30.779999999999973,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20187,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20189,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,557.43,603.11,557.43,603.11,0.0,0.0,0.0,1.3500000000000227,0.0,1.3500000000000227,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20191,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,33.670000000000016,0.0,33.670000000000016,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20193,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20195,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20197,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,504.5,496.67,504.5,496.67,0.0,0.0,0.0,30.29000000000002,0.0,30.29000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20199,second_lowest,18558KS0400008,18558KS0400008,18558,18558,18558,18558,18558,18558,18558,0,0,mapped,595.4,644.19,595.4,644.19,0.0,0.0,0.0,1.4400000000000546,0.0,1.4400000000000546,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False
2021_to_2022,KS,20201,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,488.23,483.5,488.23,483.5,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20203,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,466.86,479.15,466.86,479.15,0.0,0.0,0.0,29.22999999999996,0.0,29.22999999999996,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20205,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,465.83,483.41,465.83,483.41,0.0,0.0,0.0,29.49000000000001,0.0,29.49000000000001,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20207,second_lowest,80065KS0010009,34368KS0110009,80065,80065,34368,34368,34368,80065,34368,1,6,mapped,448.58,459.69,448.58,459.69,0.0,0.0,0.0,28.04000000000002,0.0,28.04000000000002,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
2021_to_2022,KS,20209,second_lowest,80065KS0010022,34368KS0110012,80065,80065,34368,34368,34368,80065,34368,2,6,mapped,458.96,446.63,458.96,446.63,0.0,0.0,0.0,22.189999999999998,0.0,22.189999999999998,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False
