year,Cnsmr,New_Cnsmr,Tot_Renrl,Auto_Renrl,Actv_Renrl,Actv_Renrl_Nsw,Actv_Renrl_Sw
2022,0.0016339869281045752,0.015931372549019607,0.015931372549019607,0.024918300653594773,0.024918300653594773,0.037173202614379085,0.037173202614379085
2023,0.0008169934640522876,0.014705882352941176,0.014705882352941176,0.0196078431372549,0.0196078431372549,0.025326797385620915,0.025326797385620915
2024,0.0008639308855291577,0.008639308855291577,0.008639308855291577,0.01123110151187905,0.01123110151187905,0.016846652267818573,0.016846652267818573
