year,measure,measure_label,our_value,drake_value,difference,absolute_difference,percent_difference,weighting_used,denominator_used,closest_to_drake_table1,likely_reason_for_difference
2022,overall_reenrollment_pct_enrollment,Overall reenrollment as percent of enrollment,77.72895768153177,76.7,1.0289576815317645,1.0289576815317645,1.3415354387637084,unweighted_county_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,overall_reenrollment_pct_enrollment,Overall reenrollment as percent of enrollment,76.66440275957929,76.7,-0.03559724042071366,0.03559724042071366,-0.046411004459861356,Cnsmr_weighted_mean,enrollment,True,Close to Drake anchor under the closest weighting.
2022,overall_reenrollment_pct_enrollment,Overall reenrollment as percent of enrollment,76.84662386462931,76.7,0.146623864629305,0.146623864629305,0.19116540368879398,Tot_Renrl_weighted_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,automatic_pct_enrollment,Automatic/passive reenrollment as percent of enrollment,25.438408814221898,21.2,4.2384088142218985,4.2384088142218985,19.99249440670707,unweighted_county_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,automatic_pct_enrollment,Automatic/passive reenrollment as percent of enrollment,21.31773458199257,21.2,0.11773458199257192,0.11773458199257192,0.5553518018517544,Cnsmr_weighted_mean,enrollment,True,Close to Drake anchor under the closest weighting.
2022,automatic_pct_enrollment,Automatic/passive reenrollment as percent of enrollment,21.377465173792697,21.2,0.17746517379269733,0.17746517379269733,0.8370998763806478,Tot_Renrl_weighted_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,active_pct_enrollment,Active reenrollment as percent of enrollment,52.309755041336714,55.4,-3.090244958663284,3.090244958663284,-5.5780594921719935,unweighted_county_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,active_pct_enrollment,Active reenrollment as percent of enrollment,55.346746186164886,55.4,-0.05325381383511285,0.05325381383511285,-0.09612601775291128,Cnsmr_weighted_mean,enrollment,True,Close to Drake anchor under the closest weighting.
2022,active_pct_enrollment,Active reenrollment as percent of enrollment,55.46915682610464,55.4,0.06915682610463847,0.06915682610463847,0.12483181607335465,Tot_Renrl_weighted_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
2022,active_stay_pct_enrollment,Active stay with previous/crosswalked plan as percent of enrollment,30.154454729161863,24.0,6.154454729161863,6.154454729161863,25.64356137150776,unweighted_county_mean,enrollment,False,Alternative weighting retained for diagnosis; not expected to match Drake's weighted table most closely.
