scope,breakdown_type,transition,state,year,entity_field,entity_id,failure_type,rows,failures,failure_rate,enrollment_in_failed_rows
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,MT,2023,,,missing_crosswalk_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,MT,2023,,,missing_current_plan_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,MT,2023,,,missing_premium_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,MT,2023,,,missing_county_mapping_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NC,2023,,,missing_previous_plan_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NC,2023,,,missing_crosswalk_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NC,2023,,,missing_current_plan_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NC,2023,,,missing_premium_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NC,2023,,,missing_county_mapping_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,ND,2023,,,missing_previous_plan_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,ND,2023,,,missing_crosswalk_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,ND,2023,,,missing_current_plan_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,ND,2023,,,missing_premium_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,ND,2023,,,missing_county_mapping_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NH,2023,,,missing_previous_plan_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NH,2023,,,missing_crosswalk_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NH,2023,,,missing_current_plan_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NH,2023,,,missing_premium_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,NH,2023,,,missing_county_mapping_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OH,2023,,,missing_previous_plan_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OH,2023,,,missing_crosswalk_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OH,2023,,,missing_current_plan_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OH,2023,,,missing_premium_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OH,2023,,,missing_county_mapping_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OK,2023,,,missing_previous_plan_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OK,2023,,,missing_crosswalk_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OK,2023,,,missing_current_plan_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OK,2023,,,missing_premium_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OK,2023,,,missing_county_mapping_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OR,2023,,,missing_previous_plan_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OR,2023,,,missing_crosswalk_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OR,2023,,,missing_current_plan_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OR,2023,,,missing_premium_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,OR,2023,,,missing_county_mapping_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SC,2023,,,missing_previous_plan_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SC,2023,,,missing_crosswalk_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SC,2023,,,missing_current_plan_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SC,2023,,,missing_premium_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SC,2023,,,missing_county_mapping_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SD,2023,,,missing_previous_plan_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SD,2023,,,missing_crosswalk_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SD,2023,,,missing_current_plan_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SD,2023,,,missing_premium_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,SD,2023,,,missing_county_mapping_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TN,2023,,,missing_previous_plan_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TN,2023,,,missing_crosswalk_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TN,2023,,,missing_current_plan_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TN,2023,,,missing_premium_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TN,2023,,,missing_county_mapping_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TX,2023,,,missing_previous_plan_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TX,2023,,,missing_crosswalk_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TX,2023,,,missing_current_plan_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TX,2023,,,missing_premium_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,TX,2023,,,missing_county_mapping_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,UT,2023,,,missing_previous_plan_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,UT,2023,,,missing_crosswalk_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,UT,2023,,,missing_current_plan_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,UT,2023,,,missing_premium_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,UT,2023,,,missing_county_mapping_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WI,2023,,,missing_previous_plan_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WI,2023,,,missing_crosswalk_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WI,2023,,,missing_current_plan_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WI,2023,,,missing_premium_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WI,2023,,,missing_county_mapping_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WV,2023,,,missing_previous_plan_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WV,2023,,,missing_crosswalk_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WV,2023,,,missing_current_plan_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WV,2023,,,missing_premium_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WV,2023,,,missing_county_mapping_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WY,2023,,,missing_previous_plan_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WY,2023,,,missing_crosswalk_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WY,2023,,,missing_current_plan_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WY,2023,,,missing_premium_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2022_to_2023,WY,2023,,,missing_county_mapping_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AL,2024,,,missing_previous_plan_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AL,2024,,,missing_crosswalk_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AL,2024,,,missing_current_plan_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AL,2024,,,missing_premium_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AL,2024,,,missing_county_mapping_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AR,2024,,,missing_previous_plan_flag,75,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AR,2024,,,missing_crosswalk_flag,75,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AR,2024,,,missing_current_plan_flag,75,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AR,2024,,,missing_premium_flag,75,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AR,2024,,,missing_county_mapping_flag,75,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AZ,2024,,,missing_previous_plan_flag,15,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AZ,2024,,,missing_crosswalk_flag,15,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AZ,2024,,,missing_current_plan_flag,15,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AZ,2024,,,missing_premium_flag,15,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,AZ,2024,,,missing_county_mapping_flag,15,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,DE,2024,,,missing_previous_plan_flag,3,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,DE,2024,,,missing_crosswalk_flag,3,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,DE,2024,,,missing_current_plan_flag,3,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,DE,2024,,,missing_premium_flag,3,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,DE,2024,,,missing_county_mapping_flag,3,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,FL,2024,,,missing_previous_plan_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,FL,2024,,,missing_crosswalk_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,FL,2024,,,missing_current_plan_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,FL,2024,,,missing_premium_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,FL,2024,,,missing_county_mapping_flag,67,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,GA,2024,,,missing_previous_plan_flag,159,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,GA,2024,,,missing_crosswalk_flag,159,14,0.0880503144654088,144765.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,GA,2024,,,missing_current_plan_flag,159,14,0.0880503144654088,144765.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,GA,2024,,,missing_premium_flag,159,14,0.0880503144654088,144765.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,GA,2024,,,missing_county_mapping_flag,159,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IA,2024,,,missing_previous_plan_flag,99,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IA,2024,,,missing_crosswalk_flag,99,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IA,2024,,,missing_current_plan_flag,99,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IA,2024,,,missing_premium_flag,99,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IA,2024,,,missing_county_mapping_flag,99,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IL,2024,,,missing_previous_plan_flag,102,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IL,2024,,,missing_crosswalk_flag,102,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IL,2024,,,missing_current_plan_flag,102,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IL,2024,,,missing_premium_flag,102,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IL,2024,,,missing_county_mapping_flag,102,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IN,2024,,,missing_previous_plan_flag,92,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IN,2024,,,missing_crosswalk_flag,92,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IN,2024,,,missing_current_plan_flag,92,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IN,2024,,,missing_premium_flag,92,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,IN,2024,,,missing_county_mapping_flag,92,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,KS,2024,,,missing_previous_plan_flag,105,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,KS,2024,,,missing_crosswalk_flag,105,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,KS,2024,,,missing_current_plan_flag,105,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,KS,2024,,,missing_premium_flag,105,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,KS,2024,,,missing_county_mapping_flag,105,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,LA,2024,,,missing_previous_plan_flag,64,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,LA,2024,,,missing_crosswalk_flag,64,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,LA,2024,,,missing_current_plan_flag,64,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,LA,2024,,,missing_premium_flag,64,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,LA,2024,,,missing_county_mapping_flag,64,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MI,2024,,,missing_previous_plan_flag,83,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MI,2024,,,missing_crosswalk_flag,83,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MI,2024,,,missing_current_plan_flag,83,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MI,2024,,,missing_premium_flag,83,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MI,2024,,,missing_county_mapping_flag,83,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MO,2024,,,missing_previous_plan_flag,115,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MO,2024,,,missing_crosswalk_flag,115,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MO,2024,,,missing_current_plan_flag,115,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MO,2024,,,missing_premium_flag,115,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MO,2024,,,missing_county_mapping_flag,115,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MS,2024,,,missing_previous_plan_flag,82,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MS,2024,,,missing_crosswalk_flag,82,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MS,2024,,,missing_current_plan_flag,82,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MS,2024,,,missing_premium_flag,82,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MS,2024,,,missing_county_mapping_flag,82,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MT,2024,,,missing_previous_plan_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MT,2024,,,missing_crosswalk_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MT,2024,,,missing_current_plan_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MT,2024,,,missing_premium_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,MT,2024,,,missing_county_mapping_flag,56,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NC,2024,,,missing_previous_plan_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NC,2024,,,missing_crosswalk_flag,100,15,0.15,150183.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NC,2024,,,missing_current_plan_flag,100,15,0.15,150183.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NC,2024,,,missing_premium_flag,100,15,0.15,150183.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NC,2024,,,missing_county_mapping_flag,100,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,ND,2024,,,missing_previous_plan_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,ND,2024,,,missing_crosswalk_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,ND,2024,,,missing_current_plan_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,ND,2024,,,missing_premium_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,ND,2024,,,missing_county_mapping_flag,53,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NH,2024,,,missing_previous_plan_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NH,2024,,,missing_crosswalk_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NH,2024,,,missing_current_plan_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NH,2024,,,missing_premium_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,NH,2024,,,missing_county_mapping_flag,10,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OH,2024,,,missing_previous_plan_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OH,2024,,,missing_crosswalk_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OH,2024,,,missing_current_plan_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OH,2024,,,missing_premium_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OH,2024,,,missing_county_mapping_flag,88,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OK,2024,,,missing_previous_plan_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OK,2024,,,missing_crosswalk_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OK,2024,,,missing_current_plan_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OK,2024,,,missing_premium_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OK,2024,,,missing_county_mapping_flag,77,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OR,2024,,,missing_previous_plan_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OR,2024,,,missing_crosswalk_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OR,2024,,,missing_current_plan_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OR,2024,,,missing_premium_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,OR,2024,,,missing_county_mapping_flag,36,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SC,2024,,,missing_previous_plan_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SC,2024,,,missing_crosswalk_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SC,2024,,,missing_current_plan_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SC,2024,,,missing_premium_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SC,2024,,,missing_county_mapping_flag,46,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SD,2024,,,missing_previous_plan_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SD,2024,,,missing_crosswalk_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SD,2024,,,missing_current_plan_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SD,2024,,,missing_premium_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,SD,2024,,,missing_county_mapping_flag,66,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TN,2024,,,missing_previous_plan_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TN,2024,,,missing_crosswalk_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TN,2024,,,missing_current_plan_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TN,2024,,,missing_premium_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TN,2024,,,missing_county_mapping_flag,95,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TX,2024,,,missing_previous_plan_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TX,2024,,,missing_crosswalk_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TX,2024,,,missing_current_plan_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TX,2024,,,missing_premium_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,TX,2024,,,missing_county_mapping_flag,254,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,UT,2024,,,missing_previous_plan_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,UT,2024,,,missing_crosswalk_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,UT,2024,,,missing_current_plan_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,UT,2024,,,missing_premium_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,UT,2024,,,missing_county_mapping_flag,29,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WI,2024,,,missing_previous_plan_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WI,2024,,,missing_crosswalk_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WI,2024,,,missing_current_plan_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WI,2024,,,missing_premium_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WI,2024,,,missing_county_mapping_flag,72,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WV,2024,,,missing_previous_plan_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WV,2024,,,missing_crosswalk_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WV,2024,,,missing_current_plan_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WV,2024,,,missing_premium_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WV,2024,,,missing_county_mapping_flag,55,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WY,2024,,,missing_previous_plan_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WY,2024,,,missing_crosswalk_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WY,2024,,,missing_current_plan_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WY,2024,,,missing_premium_flag,23,0,0.0,0.0
raw_primary_before_etable3_exclusions,state_year_transition,2023_to_2024,WY,2024,,,missing_county_mapping_flag,23,0,0.0,0.0
