year,state,county_years,any_turnover_county_years,across_issuer_turnover_county_years,enrollment,variant_name,issuer_concept,current_plan_lookup_rule
2023,ND,53,53,0,34130.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,NH,10,10,0,54557.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,OH,88,70,1,294644.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,OK,77,16,0,203157.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,OR,36,0,0,141963.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,SC,46,35,1,382968.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,SD,66,66,0,47591.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,TN,95,17,0,348097.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,TX,254,229,0,2410789.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,UT,29,17,0,295196.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,WI,72,36,0,221128.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,WV,55,9,0,28325.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2023,WY,23,23,0,38565.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,AL,67,53,0,386195.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,AR,75,75,0,156607.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,AZ,15,12,0,348055.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,DE,3,3,0,44842.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,FL,67,52,4,4211902.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,GA,145,110,0,1160349.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,IA,99,63,0,111423.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,IL,102,0,0,398814.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,IN,92,67,6,295772.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,KS,105,73,0,171376.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,LA,64,14,0,212493.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,MI,83,32,0,418100.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,MO,115,40,0,359369.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,MS,82,64,0,286410.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,MT,56,1,0,66336.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,NC,85,69,0,877747.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,ND,53,30,0,38535.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,NH,10,0,0,65117.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,OH,88,47,0,477793.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,OK,77,58,0,277436.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,OR,36,0,0,145509.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,SC,46,46,0,571175.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,SD,66,50,0,52974.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,TN,95,71,0,555103.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,TX,254,194,3,3484613.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,UT,29,13,0,366939.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,WI,72,45,1,266327.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,WV,55,1,0,51046.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2024,WY,23,23,0,42293.0,current_ehb_all_states,plan_panel_preferred,all_metal_panel
2022,AL,67,14,0,219314.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,AR,75,75,0,88226.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,AZ,15,9,0,199706.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,DE,3,0,0,32113.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,FL,67,66,1,2723094.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,GA,145,139,0,633138.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,IA,99,93,0,72240.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,IL,102,0,0,323427.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,IN,92,92,0,156926.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,KS,105,105,87,107784.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,LA,64,28,0,99626.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,MI,83,34,0,303550.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,MO,115,89,0,250341.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,MS,82,82,0,143014.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,MT,56,49,0,51134.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,NC,85,85,0,571027.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,ND,53,37,0,29873.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,NH,10,10,0,52497.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,OH,88,76,0,259999.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,OK,77,62,0,189444.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,OR,36,0,0,146602.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,SC,46,46,0,300392.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,SD,66,66,0,41339.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,TN,95,87,0,273680.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,TX,254,193,0,1840940.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,UT,29,10,0,256932.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,WI,72,54,0,212209.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,WV,55,0,0,23037.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,WY,23,23,0,34762.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,AL,67,61,0,258327.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,AR,75,0,0,100407.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,AZ,15,8,0,235229.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,DE,3,3,0,34742.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,FL,67,50,0,3225435.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,GA,145,96,0,790585.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,IA,99,98,0,82704.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,IL,102,0,0,342995.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,IN,92,65,0,185354.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,KS,105,30,0,124473.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,LA,64,29,0,120804.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,MI,83,27,0,322273.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,MO,115,74,0,257629.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,MS,82,27,0,183478.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,MT,56,56,0,53860.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,NC,85,53,3,684479.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,ND,53,53,0,34130.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,NH,10,10,0,54557.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,OH,88,70,1,294644.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,OK,77,16,0,203157.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,OR,36,0,0,141963.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,SC,46,35,1,382968.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,SD,66,66,0,47591.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,TN,95,17,0,348097.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,TX,254,229,0,2410789.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,UT,29,17,0,295196.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,WI,72,36,0,221128.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,WV,55,9,0,28325.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2023,WY,23,23,0,38565.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,AL,67,53,0,386195.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,AR,75,75,0,156607.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,AZ,15,12,0,348055.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,DE,3,3,0,44842.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,FL,67,52,4,4211902.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,GA,145,110,0,1160349.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,IA,99,63,0,111423.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,IL,102,0,0,398814.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,IN,92,67,6,295772.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,KS,105,73,0,171376.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,LA,64,14,0,212493.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,MI,83,32,0,418100.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,MO,115,40,0,359369.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,MS,82,64,0,286410.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,MT,56,1,0,66336.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,NC,85,69,0,877747.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,ND,53,30,0,38535.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,NH,10,0,0,65117.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,OH,88,47,0,477793.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,OK,77,58,0,277436.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,OR,36,0,0,145509.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,SC,46,46,0,571175.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,SD,66,50,0,52974.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,TN,95,71,0,555103.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,TX,254,194,3,3484613.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,UT,29,13,0,366939.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,WI,72,45,1,266327.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,WV,55,1,0,51046.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2024,WY,23,23,0,42293.0,current_ehb_all_states,crosswalk_issuer_only,all_metal_panel
2022,AL,67,14,0,219314.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,AR,75,75,0,88226.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,AZ,15,9,0,199706.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,DE,3,0,0,32113.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,FL,67,66,1,2723094.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,GA,145,139,0,633138.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,IA,99,93,0,72240.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,IL,102,0,0,323427.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,IN,92,92,0,156926.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,KS,105,105,87,107784.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,LA,64,28,0,99626.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,MI,83,34,0,303550.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,MO,115,89,0,250341.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,MS,82,82,0,143014.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,MT,56,49,0,51134.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,NC,85,85,0,571027.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,ND,53,37,0,29873.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,NH,10,10,0,52497.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,OH,88,76,0,259999.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,OK,77,62,0,189444.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,OR,36,0,0,146602.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,SC,46,46,0,300392.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,SD,66,66,0,41339.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,TN,95,87,0,273680.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,TX,254,193,0,1840940.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,UT,29,10,0,256932.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,WI,72,54,0,212209.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,WV,55,0,0,23037.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,WY,23,23,0,34762.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,AL,67,61,0,258327.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,AR,75,0,0,100407.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,AZ,15,8,0,235229.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,DE,3,3,0,34742.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,FL,67,50,0,3225435.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,GA,145,96,0,790585.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,IA,99,98,0,82704.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,IL,102,0,0,342995.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,IN,92,65,0,185354.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,KS,105,30,0,124473.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,LA,64,29,0,120804.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,MI,83,27,0,322273.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,MO,115,74,0,257629.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,MS,82,27,0,183478.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,MT,56,56,0,53860.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,NC,85,53,3,684479.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,ND,53,53,0,34130.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,NH,10,10,0,54557.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,OH,88,70,1,294644.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,OK,77,16,0,203157.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,OR,36,0,0,141963.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,SC,46,35,1,382968.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,SD,66,66,0,47591.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,TN,95,17,0,348097.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,TX,254,229,0,2410789.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,UT,29,17,0,295196.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,WI,72,36,0,221128.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,WV,55,9,0,28325.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2023,WY,23,23,0,38565.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,AL,67,53,0,386195.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,AR,75,75,0,156607.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,AZ,15,12,0,348055.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,DE,3,3,0,44842.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,FL,67,52,4,4211902.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,GA,145,110,0,1160349.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,IA,99,63,0,111423.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,IL,102,0,0,398814.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,IN,92,67,6,295772.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,KS,105,73,0,171376.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,LA,64,14,0,212493.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,MI,83,32,0,418100.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,MO,115,40,0,359369.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,MS,82,64,0,286410.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,MT,56,1,0,66336.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,NC,85,69,0,877747.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,ND,53,30,0,38535.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,NH,10,0,0,65117.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,OH,88,47,0,477793.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,OK,77,58,0,277436.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,OR,36,0,0,145509.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,SC,46,46,0,571175.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,SD,66,50,0,52974.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,TN,95,71,0,555103.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,TX,254,194,3,3484613.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,UT,29,13,0,366939.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,WI,72,45,1,266327.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,WV,55,1,0,51046.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2024,WY,23,23,0,42293.0,current_ehb_all_states,plan_panel_issuer_only,all_metal_panel
2022,AL,67,14,0,219314.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,AR,75,75,0,88226.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,AZ,15,9,0,199706.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,DE,3,0,0,32113.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,FL,67,66,1,2723094.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,GA,145,139,0,633138.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,IA,99,93,0,72240.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,IL,102,0,0,323427.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,IN,92,92,0,156926.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,KS,105,105,87,107784.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,LA,64,28,0,99626.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,MI,83,34,0,303550.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,MO,115,89,0,250341.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,MS,82,82,0,143014.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,MT,56,49,0,51134.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,NC,85,85,0,571027.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,ND,53,37,0,29873.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,NH,10,10,0,52497.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,OH,88,76,0,259999.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,OK,77,62,0,189444.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,OR,36,0,0,146602.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,SC,46,46,0,300392.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,SD,66,66,0,41339.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,TN,95,87,0,273680.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,TX,254,193,0,1840940.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,UT,29,10,0,256932.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,WI,72,54,0,212209.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,WV,55,0,0,23037.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2022,WY,23,23,0,34762.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,AL,67,61,0,258327.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,AR,75,0,0,100407.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,AZ,15,8,0,235229.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,DE,3,3,0,34742.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,FL,67,50,0,3225435.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,GA,145,96,0,790585.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,IA,99,98,0,82704.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,IL,102,0,0,342995.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,IN,92,65,0,185354.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
2023,KS,105,30,0,124473.0,current_ehb_all_states,plan_id_prefix,all_metal_panel
