state,year,county_years,counties,states,enrollment,treatment_constructibility_rate,missing_treatment_rate,not_constructible_count,any_share_all_county_years,any_share_constructible,any_enrollment_weighted_share_all,any_enrollment_weighted_share_constructible,across_issuer_share_all_county_years,across_issuer_share_constructible,across_issuer_enrollment_weighted_share_all,across_issuer_enrollment_weighted_share_constructible,within_issuer_share_all_county_years,within_issuer_share_constructible,within_issuer_enrollment_weighted_share_all,within_issuer_enrollment_weighted_share_constructible
MT,2023,56,56,1,53860.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
MT,2024,56,56,1,66336.0,1.0,0.0,0,0.017857142857142856,0.017857142857142856,0.13077363724071395,0.13077363724071395,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.13077363724071395,0.13077363724071395
NC,2022,85,85,1,571027.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
NC,2023,85,85,1,684479.0,1.0,0.0,0,0.6235294117647059,0.6235294117647059,0.5835153452479915,0.5835153452479915,0.03529411764705882,0.03529411764705882,0.0027787558128152946,0.0027787558128152946,0.5882352941176471,0.5882352941176471,0.5807365894351763,0.5807365894351763
NC,2024,85,85,1,877747.0,1.0,0.0,0,0.8117647058823529,0.8117647058823529,0.8752294226012735,0.8752294226012735,0.0,0.0,0.0,0.0,0.8117647058823529,0.8117647058823529,0.8752294226012735,0.8752294226012735
ND,2022,53,53,1,29873.0,1.0,0.0,0,0.6981132075471698,0.6981132075471698,0.5690422789810197,0.5690422789810197,0.0,0.0,0.0,0.0,0.6981132075471698,0.6981132075471698,0.5690422789810197,0.5690422789810197
ND,2023,53,53,1,34130.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ND,2024,53,53,1,38535.0,1.0,0.0,0,0.5660377358490566,0.5660377358490566,0.721292331646555,0.721292331646555,0.0,0.0,0.0,0.0,0.5660377358490566,0.5660377358490566,0.721292331646555,0.721292331646555
NH,2022,10,10,1,52497.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
NH,2023,10,10,1,54557.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
NH,2024,10,10,1,65117.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2022,88,88,1,259999.0,1.0,0.0,0,0.8636363636363636,0.8636363636363636,0.95893830360886,0.95893830360886,0.0,0.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.95893830360886,0.95893830360886
OH,2023,88,88,1,294644.0,1.0,0.0,0,0.7954545454545454,0.7954545454545454,0.8518347565197323,0.8518347565197323,0.011363636363636364,0.011363636363636364,0.0067539131969427514,0.0067539131969427514,0.7840909090909091,0.7840909090909091,0.8450808433227895,0.8450808433227895
OH,2024,88,88,1,477793.0,1.0,0.0,0,0.5340909090909091,0.5340909090909091,0.5938575910488433,0.5938575910488433,0.0,0.0,0.0,0.0,0.5340909090909091,0.5340909090909091,0.5938575910488433,0.5938575910488433
OK,2022,77,77,1,189444.0,1.0,0.0,0,0.8051948051948052,0.8051948051948052,0.8711756508519668,0.8711756508519668,0.0,0.0,0.0,0.0,0.8051948051948052,0.8051948051948052,0.8711756508519668,0.8711756508519668
OK,2023,77,77,1,203157.0,1.0,0.0,0,0.2077922077922078,0.2077922077922078,0.15593358830854956,0.15593358830854956,0.0,0.0,0.0,0.0,0.2077922077922078,0.2077922077922078,0.15593358830854956,0.15593358830854956
OK,2024,77,77,1,277436.0,1.0,0.0,0,0.7532467532467533,0.7532467532467533,0.815546648596433,0.815546648596433,0.0,0.0,0.0,0.0,0.7532467532467533,0.7532467532467533,0.815546648596433,0.815546648596433
OR,2022,36,36,1,146602.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023,36,36,1,141963.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2024,36,36,1,145509.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2022,46,46,1,300392.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SC,2023,46,46,1,382968.0,1.0,0.0,0,0.7608695652173914,0.7608695652173914,0.7590085855737294,0.7590085855737294,0.021739130434782608,0.021739130434782608,0.010930417162791669,0.010930417162791669,0.7608695652173914,0.7608695652173914,0.7590085855737294,0.7590085855737294
SC,2024,46,46,1,571175.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SD,2022,66,66,1,41339.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SD,2023,66,66,1,47591.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SD,2024,66,66,1,52974.0,1.0,0.0,0,0.7575757575757576,0.7575757575757576,0.7382111979461623,0.7382111979461623,0.0,0.0,0.0,0.0,0.7575757575757576,0.7575757575757576,0.7382111979461623,0.7382111979461623
TN,2022,95,95,1,273680.0,1.0,0.0,0,0.9157894736842105,0.9157894736842105,0.9320885705933938,0.9320885705933938,0.0,0.0,0.0,0.0,0.9157894736842105,0.9157894736842105,0.9320885705933938,0.9320885705933938
TN,2023,95,95,1,348097.0,1.0,0.0,0,0.17894736842105263,0.17894736842105263,0.3707386159604938,0.3707386159604938,0.0,0.0,0.0,0.0,0.17894736842105263,0.17894736842105263,0.3707386159604938,0.3707386159604938
TN,2024,95,95,1,555103.0,1.0,0.0,0,0.7473684210526316,0.7473684210526316,0.687411165135119,0.687411165135119,0.0,0.0,0.0,0.0,0.7473684210526316,0.7473684210526316,0.687411165135119,0.687411165135119
TX,2022,254,254,1,1840940.0,1.0,0.0,0,0.7598425196850394,0.7598425196850394,0.9414005888296196,0.9414005888296196,0.0,0.0,0.0,0.0,0.7598425196850394,0.7598425196850394,0.9414005888296196,0.9414005888296196
TX,2023,254,254,1,2410789.0,1.0,0.0,0,0.9015748031496063,0.9015748031496063,0.253041639065053,0.253041639065053,0.0,0.0,0.0,0.0,0.9015748031496063,0.9015748031496063,0.253041639065053,0.253041639065053
TX,2024,254,254,1,3484613.0,1.0,0.0,0,0.7637795275590551,0.7637795275590551,0.7747526052390897,0.7747526052390897,0.011811023622047244,0.011811023622047244,0.001322958962731299,0.001322958962731299,0.7519685039370079,0.7519685039370079,0.7734296462763584,0.7734296462763584
UT,2022,29,29,1,256932.0,1.0,0.0,0,0.3448275862068966,0.3448275862068966,0.8636565316893186,0.8636565316893186,0.0,0.0,0.0,0.0,0.3448275862068966,0.3448275862068966,0.8636565316893186,0.8636565316893186
UT,2023,29,29,1,295196.0,1.0,0.0,0,0.5862068965517241,0.5862068965517241,0.25327578964484615,0.25327578964484615,0.0,0.0,0.0,0.0,0.5862068965517241,0.5862068965517241,0.25327578964484615,0.25327578964484615
UT,2024,29,29,1,366939.0,1.0,0.0,0,0.4482758620689655,0.4482758620689655,0.9417859644246046,0.9417859644246046,0.0,0.0,0.0,0.0,0.4482758620689655,0.4482758620689655,0.9417859644246046,0.9417859644246046
WI,2022,72,72,1,212209.0,1.0,0.0,0,0.75,0.75,0.824880188870406,0.824880188870406,0.0,0.0,0.0,0.0,0.75,0.75,0.824880188870406,0.824880188870406
WI,2023,72,72,1,221128.0,1.0,0.0,0,0.5,0.5,0.6420670380955826,0.6420670380955826,0.0,0.0,0.0,0.0,0.5,0.5,0.6420670380955826,0.6420670380955826
WI,2024,72,72,1,266327.0,1.0,0.0,0,0.625,0.625,0.5533273006492019,0.5533273006492019,0.013888888888888888,0.013888888888888888,0.0010213008819984456,0.0010213008819984456,0.6111111111111112,0.6111111111111112,0.5523059997672035,0.5523059997672035
WV,2022,55,55,1,23037.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,2023,55,55,1,28325.0,1.0,0.0,0,0.16363636363636364,0.16363636363636364,0.11714033539276257,0.11714033539276257,0.0,0.0,0.0,0.0,0.16363636363636364,0.16363636363636364,0.11714033539276257,0.11714033539276257
WV,2024,55,55,1,51046.0,1.0,0.0,0,0.01818181818181818,0.01818181818181818,0.11084120205305019,0.11084120205305019,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.11084120205305019,0.11084120205305019
WY,2022,23,23,1,34762.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
WY,2023,23,23,1,38565.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
WY,2024,23,23,1,42293.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
