state,year,county_fips,rank,top_two_selection_variant,exposure_universe,current_repo_lowest_or_second_plan,alternative_lowest_or_second_plan,reason_for_difference,current_repo_turnover_status,alternative_turnover_status,current_repo_across_status,alternative_across_status,current_repo_prior_premium,alternative_prior_premium,current_repo_current_premium,alternative_current_premium,current_repo_previous_issuer,alternative_previous_issuer,current_repo_crosswalk_current_plan,alternative_crosswalk_current_plan,current_repo_current_issuer,alternative_current_issuer,notes
KS,2022,20017,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20017,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20019,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20019,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20021,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,441.03,441.03,454.22,454.22,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20021,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,448.58,448.58,459.69,459.69,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20023,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,459.0,459.0,473.44,473.44,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20023,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,466.86,466.86,479.15,479.15,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20025,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20025,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20027,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,480.02,480.02,477.75,477.75,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20027,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,488.23,488.23,483.5,483.5,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20029,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,480.02,480.02,477.75,477.75,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20029,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,488.23,488.23,483.5,483.5,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20031,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,496.01,496.01,490.76,490.76,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20031,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,504.5,504.5,496.67,496.67,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20033,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,504.03,504.03,498.45,498.45,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20033,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,512.65,512.65,504.46,504.46,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20035,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20035,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20037,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,441.03,441.03,454.22,454.22,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20037,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,448.58,448.58,459.69,459.69,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20039,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,True,True,False,False,568.19,568.19,569.49,569.49,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20039,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,595.4,595.4,644.19,644.19,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20041,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,480.02,480.02,477.75,477.75,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20041,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,488.23,488.23,483.5,483.5,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20043,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,496.01,496.01,490.76,490.76,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20043,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,504.5,504.5,496.67,496.67,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20045,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,496.01,496.01,490.76,490.76,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20045,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,504.5,504.5,496.67,496.67,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20047,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,504.03,504.03,498.45,498.45,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20047,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,512.65,512.65,504.46,504.46,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20049,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20049,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20051,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,459.0,459.0,473.44,473.44,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20051,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,466.86,466.86,479.15,479.15,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20053,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,480.02,480.02,477.75,477.75,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20053,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,488.23,488.23,483.5,483.5,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20055,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20055,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20057,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20057,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20059,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,496.01,496.01,490.76,490.76,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20059,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,504.5,504.5,496.67,496.67,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20061,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,480.02,480.02,477.75,477.75,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20061,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,488.23,488.23,483.5,483.5,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20063,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,459.0,459.0,473.44,473.44,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20063,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,466.86,466.86,479.15,479.15,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20065,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,459.0,459.0,473.44,473.44,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20065,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,466.86,466.86,479.15,479.15,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20067,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20067,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20069,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20069,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20071,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,459.0,459.0,473.44,473.44,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20071,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,466.86,466.86,479.15,479.15,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20073,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20073,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20075,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20075,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20077,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20077,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20079,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,457.99,457.99,477.66,477.66,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20079,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,465.83,465.83,483.41,483.41,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20081,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400013,18558KS0400013,same_as_current_repo_or_kansas_context,False,False,False,False,531.96,531.96,533.17,533.17,18558,18558,18558KS0400013,18558KS0400013,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20081,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,18558KS0400008,18558KS0400008,same_as_current_repo_or_kansas_context,True,True,False,False,557.43,557.43,603.11,603.11,18558,18558,18558KS0400008,18558KS0400008,18558,18558,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20083,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,504.03,504.03,498.45,498.45,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20083,second_lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010009,80065KS0010009,same_as_current_repo_or_kansas_context,True,True,True,True,512.65,512.65,504.46,504.46,80065,80065,34368KS0110009,34368KS0110009,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
KS,2022,20085,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,80065KS0010012,80065KS0010012,same_as_current_repo_or_kansas_context,True,True,True,True,496.01,496.01,490.76,490.76,80065,80065,34368KS0110012,34368KS0110012,34368,34368,Kansas 2022 included by requirement; other rows included when alternative top-two creates across turnover.
