year,state,default_mapping_rule,premium_variant,selected_across_count,raw_candidate_across_count,zero_to_positive_across_candidate_count,selected_same_but_across_candidate_exists_count,selected_nonturnover_but_turnover_candidate_exists_count,reason8_candidate_count,reason8_zero_to_positive_count,level3_zip_candidate_count,level3_zip_zero_to_positive_count,county_any_zip_across_count,current_rule_selected_across_count,difference_vs_current_rule,difference_vs_drake_anchor_if_available
2022,AR,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AR,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,75,0,0,0,0,0,0,0,
2022,AR,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AR,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,75,0,0,0,0,0,0,0,
2022,AR,source_order_first_valid,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AR,source_order_first_valid,ehb_named_states_only,0,0,0,0,75,0,0,0,0,0,0,0,
2022,AR,whole_county_00000_only,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AR,whole_county_00000_only,ehb_named_states_only,0,0,0,0,75,0,0,0,0,0,0,0,
2022,AZ,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,current_repo_rule,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,current_repo_rule,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,exclude_level4_5,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,exclude_level4_5,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,reason8_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,reason8_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,source_order_first_valid,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,source_order_first_valid,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,whole_county_00000_only,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,AZ,whole_county_00000_only,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,current_repo_rule,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,current_repo_rule,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,exclude_level4_5,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,exclude_level4_5,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,reason8_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,reason8_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,source_order_first_valid,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,source_order_first_valid,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,whole_county_00000_only,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,DE,whole_county_00000_only,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,FL,county_any_zip_across_turnover,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,county_any_zip_across_turnover,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,county_any_zip_turnover,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,county_any_zip_turnover,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,current_repo_rule,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,current_repo_rule,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,exclude_level4_5,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,exclude_level4_5,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,include_level4_5_as_missing_current,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,include_level4_5_as_missing_current,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,lowest_crosswalk_level,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,lowest_crosswalk_level,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,no_same_issuer_priority,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,no_same_issuer_priority,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,reason8_priority,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,reason8_priority,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,same_plan_if_available_else_lowest_level,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,same_plan_if_available_else_lowest_level,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,same_plan_if_available_else_source_order,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,same_plan_if_available_else_source_order,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,source_order_first_valid,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,source_order_first_valid,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,FL,whole_county_00000_only,current_ehb_all_states,1,1,1,0,1,1,1,0,0,1,1,0,
2022,FL,whole_county_00000_only,ehb_named_states_only,1,1,1,0,0,1,1,0,0,1,1,0,
2022,GA,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,current_repo_rule,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,current_repo_rule,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,exclude_level4_5,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,exclude_level4_5,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,reason8_priority,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,reason8_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,source_order_first_valid,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,source_order_first_valid,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,GA,whole_county_00000_only,current_ehb_all_states,0,0,0,0,12,0,0,0,0,0,0,0,
2022,GA,whole_county_00000_only,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,current_repo_rule,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,current_repo_rule,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,exclude_level4_5,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,exclude_level4_5,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,reason8_priority,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,reason8_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,source_order_first_valid,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,source_order_first_valid,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,HI,whole_county_00000_only,current_ehb_all_states,0,0,0,0,5,0,0,0,0,0,0,0,
2022,HI,whole_county_00000_only,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,current_repo_rule,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,current_repo_rule,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,exclude_level4_5,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,exclude_level4_5,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,reason8_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,reason8_priority,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,same_plan_if_available_else_source_order,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,source_order_first_valid,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,source_order_first_valid,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,whole_county_00000_only,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IA,whole_county_00000_only,ehb_named_states_only,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IL,county_any_zip_across_turnover,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,county_any_zip_across_turnover,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,county_any_zip_turnover,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,county_any_zip_turnover,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,current_repo_rule,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,current_repo_rule,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,exclude_level4_5,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,exclude_level4_5,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,include_level4_5_as_missing_current,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,include_level4_5_as_missing_current,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,lowest_crosswalk_level,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,lowest_crosswalk_level,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,no_same_issuer_priority,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,no_same_issuer_priority,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,reason8_priority,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,reason8_priority,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,same_plan_if_available_else_source_order,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,same_plan_if_available_else_source_order,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,source_order_first_valid,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,source_order_first_valid,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,whole_county_00000_only,current_ehb_all_states,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IL,whole_county_00000_only,ehb_named_states_only,0,1,0,0,0,1,0,0,0,0,0,0,
2022,IN,county_any_zip_across_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,county_any_zip_across_turnover,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,county_any_zip_turnover,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,county_any_zip_turnover,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,current_repo_rule,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,current_repo_rule,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,exclude_level4_5,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,exclude_level4_5,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,include_level4_5_as_missing_current,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,include_level4_5_as_missing_current,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,lowest_crosswalk_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,lowest_crosswalk_level,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,no_same_issuer_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,no_same_issuer_priority,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,reason8_priority,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,reason8_priority,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,same_plan_if_available_else_lowest_level,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
2022,IN,same_plan_if_available_else_lowest_level,ehb_named_states_only,0,0,0,0,27,0,0,0,0,0,0,0,
2022,IN,same_plan_if_available_else_source_order,current_ehb_all_states,0,0,0,0,0,0,0,0,0,0,0,0,
