year,state,rank,premium_variant,default_mapping_rule,turnover_failure_reason,plan_pair_rows,turnover_rows,non_turnover_rows
2022,SC,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,18,0,18
2022,SC,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,74,74,0
2022,SC,second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,18,0,18
2022,SC,second_lowest,ehb_named_states_only,source_order_first_valid,turnover,74,74,0
2022,SC,second_lowest,ehb_named_states_only,whole_county_00000_only,both_zero,18,0,18
2022,SC,second_lowest,ehb_named_states_only,whole_county_00000_only,turnover,74,74,0
2022,SD,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,county_any_zip_turnover,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,current_repo_rule,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,current_repo_rule,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,exclude_level4_5,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,exclude_level4_5,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,no_same_issuer_priority,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,reason8_priority,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,reason8_priority,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,source_order_first_valid,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,source_order_first_valid,turnover,32,32,0
2022,SD,lowest,current_ehb_all_states,whole_county_00000_only,both_zero,100,0,100
2022,SD,lowest,current_ehb_all_states,whole_county_00000_only,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,county_any_zip_turnover,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,current_repo_rule,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,current_repo_rule,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,exclude_level4_5,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,exclude_level4_5,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,no_same_issuer_priority,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,reason8_priority,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,reason8_priority,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,source_order_first_valid,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,source_order_first_valid,turnover,32,32,0
2022,SD,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,100,0,100
2022,SD,lowest,ehb_named_states_only,whole_county_00000_only,turnover,32,32,0
2022,SD,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,county_any_zip_turnover,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,current_repo_rule,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,exclude_level4_5,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,no_same_issuer_priority,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,reason8_priority,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,source_order_first_valid,turnover,132,132,0
2022,SD,second_lowest,current_ehb_all_states,whole_county_00000_only,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,county_any_zip_turnover,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,current_repo_rule,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,exclude_level4_5,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,no_same_issuer_priority,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,reason8_priority,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,source_order_first_valid,turnover,132,132,0
2022,SD,second_lowest,ehb_named_states_only,whole_county_00000_only,turnover,132,132,0
2022,TN,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,county_any_zip_turnover,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,current_repo_rule,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,current_repo_rule,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,exclude_level4_5,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,exclude_level4_5,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,no_same_issuer_priority,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,reason8_priority,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,reason8_priority,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,source_order_first_valid,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,source_order_first_valid,turnover,142,142,0
2022,TN,lowest,current_ehb_all_states,whole_county_00000_only,both_zero,48,0,48
2022,TN,lowest,current_ehb_all_states,whole_county_00000_only,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,county_any_zip_turnover,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,current_repo_rule,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,current_repo_rule,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,exclude_level4_5,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,exclude_level4_5,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,no_same_issuer_priority,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,reason8_priority,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,reason8_priority,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,source_order_first_valid,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,source_order_first_valid,turnover,142,142,0
2022,TN,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,48,0,48
2022,TN,lowest,ehb_named_states_only,whole_county_00000_only,turnover,142,142,0
2022,TN,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,county_any_zip_turnover,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,current_repo_rule,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,current_repo_rule,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,exclude_level4_5,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,exclude_level4_5,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,no_same_issuer_priority,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,reason8_priority,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,reason8_priority,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,source_order_first_valid,turnover,174,174,0
2022,TN,second_lowest,current_ehb_all_states,whole_county_00000_only,both_zero,16,0,16
2022,TN,second_lowest,current_ehb_all_states,whole_county_00000_only,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,county_any_zip_turnover,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,current_repo_rule,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,current_repo_rule,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,exclude_level4_5,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,exclude_level4_5,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,no_same_issuer_priority,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,reason8_priority,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,reason8_priority,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,source_order_first_valid,turnover,174,174,0
2022,TN,second_lowest,ehb_named_states_only,whole_county_00000_only,both_zero,16,0,16
2022,TN,second_lowest,ehb_named_states_only,whole_county_00000_only,turnover,174,174,0
2022,TX,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,county_any_zip_across_turnover,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,county_any_zip_turnover,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,county_any_zip_turnover,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,current_repo_rule,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,current_repo_rule,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,current_repo_rule,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,exclude_level4_5,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,exclude_level4_5,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,exclude_level4_5,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,include_level4_5_as_missing_current,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,lowest_crosswalk_level,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,no_same_issuer_priority,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,no_same_issuer_priority,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,reason8_priority,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,reason8_priority,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,reason8_priority,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,source_order_first_valid,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,source_order_first_valid,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,source_order_first_valid,turnover,262,262,0
2022,TX,lowest,current_ehb_all_states,whole_county_00000_only,both_zero,244,0,244
2022,TX,lowest,current_ehb_all_states,whole_county_00000_only,prior_not_zero,2,0,2
2022,TX,lowest,current_ehb_all_states,whole_county_00000_only,turnover,262,262,0
2022,TX,lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,county_any_zip_turnover,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,current_repo_rule,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,current_repo_rule,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,exclude_level4_5,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,exclude_level4_5,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,no_same_issuer_priority,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,reason8_priority,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,reason8_priority,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,source_order_first_valid,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,source_order_first_valid,turnover,260,260,0
2022,TX,lowest,ehb_named_states_only,whole_county_00000_only,both_zero,248,0,248
2022,TX,lowest,ehb_named_states_only,whole_county_00000_only,turnover,260,260,0
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,county_any_zip_turnover,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,current_repo_rule,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,current_repo_rule,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,current_repo_rule,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,exclude_level4_5,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,exclude_level4_5,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,exclude_level4_5,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,no_same_issuer_priority,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,reason8_priority,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,reason8_priority,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,reason8_priority,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,source_order_first_valid,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,source_order_first_valid,turnover,376,376,0
2022,TX,second_lowest,current_ehb_all_states,whole_county_00000_only,both_positive,2,0,2
2022,TX,second_lowest,current_ehb_all_states,whole_county_00000_only,both_zero,130,0,130
2022,TX,second_lowest,current_ehb_all_states,whole_county_00000_only,turnover,376,376,0
2022,TX,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,county_any_zip_across_turnover,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,county_any_zip_turnover,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,county_any_zip_turnover,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,current_repo_rule,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,current_repo_rule,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,exclude_level4_5,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,exclude_level4_5,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,include_level4_5_as_missing_current,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,lowest_crosswalk_level,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,lowest_crosswalk_level,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,no_same_issuer_priority,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,no_same_issuer_priority,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,reason8_priority,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,reason8_priority,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,same_plan_if_available_else_lowest_level,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,source_order_first_valid,turnover,378,378,0
2022,TX,second_lowest,ehb_named_states_only,whole_county_00000_only,both_zero,130,0,130
2022,TX,second_lowest,ehb_named_states_only,whole_county_00000_only,turnover,378,378,0
2022,UT,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,county_any_zip_across_turnover,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,county_any_zip_across_turnover,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,county_any_zip_turnover,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,county_any_zip_turnover,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,county_any_zip_turnover,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,current_repo_rule,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,current_repo_rule,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,current_repo_rule,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,exclude_level4_5,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,exclude_level4_5,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,exclude_level4_5,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,include_level4_5_as_missing_current,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,include_level4_5_as_missing_current,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,lowest_crosswalk_level,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,lowest_crosswalk_level,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,lowest_crosswalk_level,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,no_same_issuer_priority,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,no_same_issuer_priority,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,no_same_issuer_priority,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,reason8_priority,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,reason8_priority,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,reason8_priority,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_lowest_level,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,20,0,20
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,28,0,28
2022,UT,lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,10,10,0
2022,UT,lowest,current_ehb_all_states,source_order_first_valid,both_positive,20,0,20
