source_group,year,file_type,source_page_url,direct_download_url,local_path,file_format,http_status,download_success,file_size_bytes,checksum_sha256,date_downloaded,notes
exchange_puf,2024,Plan ID Crosswalk PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2024/plan-id-crosswalk-puf.zip,data\raw\exchange_puf\2024\plan-id-crosswalk-puf.zip,zip,200,True,788734,f93fb3225baec92c69bbf972be91daabfbe8af7399371eb1818cf4346da0e615,2026-05-26T16:41:00+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2025,Rate PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2025/rate-puf.zip,data\raw\exchange_puf\2025\rate-puf.zip,zip,200,True,16268291,e39654a2f2d002e81a5fb5cbf795151ba55346b54f83bf906756889df69d42b0,2026-05-26T16:41:03+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2025,Plan Attributes PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2025/plan-attributes-puf.zip,data\raw\exchange_puf\2025\plan-attributes-puf.zip,zip,200,True,1070786,dcfe14c4be25c2db9d00e1fb013c83ae26af46bee49e889accc711325ef45a13,2026-05-26T16:41:08+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2025,Service Area PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2025/service-area-puf.zip,data\raw\exchange_puf\2025\service-area-puf.zip,zip,200,True,52977,5b47635632b179253bf69a6e965406452845b93ae102e374f0bc5aa100d8cc82,2026-05-26T16:41:09+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2025,Plan ID Crosswalk PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2025/plan-id-crosswalk-puf.zip,data\raw\exchange_puf\2025\plan-id-crosswalk-puf.zip,zip,200,True,626203,08145d209b2e73a474721f92b9af9943435e0d404c5c8c45e288c00d6297cc8f,2026-05-26T16:41:12+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2026,Rate PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2026/rate-puf.zip,data\raw\exchange_puf\2026\rate-puf.zip,zip,200,True,16238329,91e953cab0b492eddac0c5be69b0572fa416637d074320f34d3be3e0cf82e8ac,2026-05-26T16:41:14+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2026,Plan Attributes PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2026/plan-attributes-puf.zip,data\raw\exchange_puf\2026\plan-attributes-puf.zip,zip,200,True,1001042,27d589739a845f368a99476b6ddf34e4f0d5574a7a75280239c5b1629edaa13c,2026-05-26T16:41:19+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2026,Service Area PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2026/service-area-puf.zip,data\raw\exchange_puf\2026\service-area-puf.zip,zip,200,True,44461,452dd1337d2bc092753ed4d9b4051cc6338c64f3691611e44fb5f0dc6039e5b4,2026-05-26T16:41:20+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2026,Plan ID Crosswalk PUF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://download.cms.gov/marketplace-puf/2026/plan-id-crosswalk-puf.zip,data\raw\exchange_puf\2026\plan-id-crosswalk-puf.zip,zip,200,True,537594,a2d6718cb73e3fd8b0b5a22ed9ea7093785f95a0a0ab626ebde125203d7c0e82,2026-05-26T16:41:23+00:00,Official CMS Exchange PUF direct URL pattern.
exchange_puf,2021,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py21.pdf,data\raw\exchange_puf\2021\rate-datadictionary-py21.pdf,pdf,200,True,189585,004cf442cf110daea42b9116c8348b5f9e2b37f4b125c7658d258a147469f3a6,2026-05-26T16:41:25+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable. Final URL: https://www.cms.gov/files/document/rate-datadictionary-py22.pdf
exchange_puf,2021,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py21.pdf,data\raw\exchange_puf\2021\planattributes-datadictionary-py21.pdf,pdf,200,True,526690,f918a6b1a890fb1b5569d2f2b5be5e1fd01520654e5fb47c342f75f4f7fc4bdd,2026-05-26T16:41:28+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable. Final URL: https://www.cms.gov/files/document/planattributes-datadictionary-py22.pdf
exchange_puf,2021,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py21.pdf,data\raw\exchange_puf\2021\servicearea-datadictionary-py21.pdf,pdf,200,True,172387,ced98e8d5118c596e6c47b5b1d9eaec894962ccc789256f0a89f90c196c453fb,2026-05-26T16:41:31+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable. Final URL: https://www.cms.gov/files/document/servicearea-datadictionary-py22.pdf
exchange_puf,2021,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py21.pdf,,pdf,404,False,,,2026-05-26T16:41:34+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable. Download failed with HTTP 404.
exchange_puf,2022,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py22.pdf,data\raw\exchange_puf\2022\rate-datadictionary-py22.pdf,pdf,200,True,189585,004cf442cf110daea42b9116c8348b5f9e2b37f4b125c7658d258a147469f3a6,2026-05-26T16:41:35+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2022,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py22.pdf,data\raw\exchange_puf\2022\planattributes-datadictionary-py22.pdf,pdf,200,True,526690,f918a6b1a890fb1b5569d2f2b5be5e1fd01520654e5fb47c342f75f4f7fc4bdd,2026-05-26T16:41:37+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2022,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py22.pdf,data\raw\exchange_puf\2022\servicearea-datadictionary-py22.pdf,pdf,200,True,172387,ced98e8d5118c596e6c47b5b1d9eaec894962ccc789256f0a89f90c196c453fb,2026-05-26T16:41:40+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2022,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py22.pdf,data\raw\exchange_puf\2022\plan-id-crosswalk-datadictionary-py22.pdf,pdf,200,True,465540,fe2ba4783e9a95fbab012bab063a8f3fb049a8318bac5ebdf697e836918e28fb,2026-05-26T16:41:42+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2023,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py23.pdf,data\raw\exchange_puf\2023\rate-datadictionary-py23.pdf,pdf,200,True,229932,26fd393fd7d441f15de22dcb9563d2e4e5feab9a13b4eb95876c8d6d609c9ba1,2026-05-26T16:41:44+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2023,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py23.pdf,data\raw\exchange_puf\2023\planattributes-datadictionary-py23.pdf,pdf,200,True,492419,12d0dc0bf6672c6dce76ce22f5e22e825946c6e527bf774bb092a87f9a76451b,2026-05-26T16:41:47+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2023,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py23.pdf,data\raw\exchange_puf\2023\servicearea-datadictionary-py23.pdf,pdf,200,True,220335,3a87c9040923fceaa3c846d42e6b3037cbdea97862c60135ccf32f6911cd90f7,2026-05-26T16:41:49+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2023,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py23.pdf,data\raw\exchange_puf\2023\plan-id-crosswalk-datadictionary-py23.pdf,pdf,200,True,464945,32f23324841c30b26d33388a7a11317c13b422789ca2eff89ce7c4c2d7adfe37,2026-05-26T16:41:51+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2024,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py24.pdf,data\raw\exchange_puf\2024\rate-datadictionary-py24.pdf,pdf,200,True,243324,142aac09e10e7255b3b2121598e90518aaf0d3281cf60135e4ac7637b5fd7def,2026-05-26T16:41:54+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2024,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py24.pdf,data\raw\exchange_puf\2024\planattributes-datadictionary-py24.pdf,pdf,200,True,615707,13f7a5ba2eb183ae761809fad4e4ec5d34fdcd487a53ec842ef8bffce0777d8d,2026-05-26T16:41:56+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2024,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py24.pdf,data\raw\exchange_puf\2024\servicearea-datadictionary-py24.pdf,pdf,200,True,233894,9d49761487c5645a8525d821b103af6f0ee6c24f6ecb18a0652b4e29a19b5cba,2026-05-26T16:41:58+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2024,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py24.pdf,data\raw\exchange_puf\2024\plan-id-crosswalk-datadictionary-py24.pdf,pdf,200,True,663458,57ec9ef9a1db8f97c81d2e172f644b317d09b497f49c9955377e4583013c315b,2026-05-26T16:42:00+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2025,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py25.pdf,data\raw\exchange_puf\2025\rate-datadictionary-py25.pdf,pdf,200,True,360449,b31b31d87139e693b91c52dc21b87b6348988acc717449779c873b1517d83ff8,2026-05-26T16:42:03+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2025,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py25.pdf,data\raw\exchange_puf\2025\planattributes-datadictionary-py25.pdf,pdf,200,True,694269,6e37fafb5d9e8d3d006dea55f9926b2df579f856582c7ce778ceb082c28fd97d,2026-05-26T16:42:05+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2025,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py25.pdf,data\raw\exchange_puf\2025\servicearea-datadictionary-py25.pdf,pdf,200,True,299028,8fdfd20745f26c99dce92d1bca87f324de1e96e5b23a90a5dcc005f0641f8d60,2026-05-26T16:42:08+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2025,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py25.pdf,data\raw\exchange_puf\2025\plan-id-crosswalk-datadictionary-py25.pdf,pdf,200,True,641768,8723759e962d4a7430bc12142ef06ef61767f429717461d9127a5f690394074b,2026-05-26T16:42:10+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2026,Rate Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/rate-datadictionary-py26.pdf,data\raw\exchange_puf\2026\rate-datadictionary-py26.pdf,pdf,200,True,257973,b1e5915689fa9a26f64fb49ce5a6b3a883c5fc348b44ea88f870e8c8cd5e375a,2026-05-26T16:42:13+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2026,Plan Attributes Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/planattributes-datadictionary-py26.pdf,data\raw\exchange_puf\2026\planattributes-datadictionary-py26.pdf,pdf,200,True,458535,ead6f97e18ab1cf814fa7c57b564d70d8e785f3cfa4f534c0123cbe4d679f371,2026-05-26T16:42:15+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2026,Service Area Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/servicearea-datadictionary-py26.pdf,data\raw\exchange_puf\2026\servicearea-datadictionary-py26.pdf,pdf,200,True,239526,ee58b1cff5799c771889f4afe993473ecef5b593cf6e4c90d47a8a69f3200b6e,2026-05-26T16:42:17+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
exchange_puf,2026,Plan ID Crosswalk Data Dictionary PDF,https://www.cms.gov/marketplace/resources/data/public-use-files,https://www.cms.gov/files/document/plan-id-crosswalk-datadictionary-py26.pdf,data\raw\exchange_puf\2026\plan-id-crosswalk-datadictionary-py26.pdf,pdf,200,True,474787,cf881549380fd764b7449911dfb3b80a5bba8e6367fa7ad1e5ea1359eda46c29,2026-05-26T16:42:20+00:00,Official CMS Exchange PUF data dictionary URL pattern. Some older dictionaries may be unavailable.
qhp_landscape,2019,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2019/individual_market_medical.zip,,zip,404,False,,,2026-05-26T16:42:22+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2019,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2019/med-ind-lndscp-in.pdf,,pdf,404,False,,,2026-05-26T16:42:24+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2020,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2020/individual_market_medical.zip,,zip,404,False,,,2026-05-26T16:42:25+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2020,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2020/med-ind-lndscp-in.pdf,,pdf,404,False,,,2026-05-26T16:42:27+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2021,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2021/individual_market_medical.zip,,zip,404,False,,,2026-05-26T16:42:28+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2021,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2021/med-ind-lndscp-in.pdf,,pdf,404,False,,,2026-05-26T16:42:30+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022. Download failed with HTTP 404.
qhp_landscape,2022,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2022/individual_market_medical.zip,data\raw\qhp_landscape\2022\individual_market_medical.zip,zip,200,True,90073726,7615bd3ff948382cbb604ec5335c7da070ae2b1f7f3e91594c76d57fa48d625d,2026-05-26T16:42:32+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022.
qhp_landscape,2022,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2022/med-ind-lndscp-in.pdf,data\raw\qhp_landscape\2022\med-ind-lndscp-in.pdf,pdf,200,True,186738,93351dc21acd51a14ee076c58c37da324f6a837f0a43ffb3852f7feaedaf798b,2026-05-26T16:42:48+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022.
qhp_landscape,2023,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2023/individual_market_medical.zip,data\raw\qhp_landscape\2023\individual_market_medical.zip,zip,200,True,110992675,bbe2cce35fdd1a3cdeafeeb0cc8824d8b6cedc84fdb4619461a3a5e428f9ebd9,2026-05-26T16:42:49+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022.
qhp_landscape,2023,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2023/med-ind-lndscp-in.pdf,data\raw\qhp_landscape\2023\med-ind-lndscp-in.pdf,pdf,200,True,217003,c70cea34e09617e742835baea08d4e5740d2a8f927563d8f7c63ef6081b879c3,2026-05-26T16:43:09+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022.
qhp_landscape,2024,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2024/individual_market_medical.zip,data\raw\qhp_landscape\2024\individual_market_medical.zip,zip,200,True,104290814,3c9bdcd924c083f327bf4f04b4fcbb8a8d58237b6f0169156dd99f98d60e2566,2026-05-26T16:43:11+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022.
qhp_landscape,2024,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2024/med-ind-lndscp-in.pdf,data\raw\qhp_landscape\2024\med-ind-lndscp-in.pdf,pdf,200,True,211609,3097957a23431d86dc4c6a9406f4e1b13abd11d64be56baf3560b9d3070a2e6e,2026-05-26T16:43:33+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022.
qhp_landscape,2025,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2025/individual_market_medical.zip,data\raw\qhp_landscape\2025\individual_market_medical.zip,zip,200,True,88017621,68053bbd8678c28db0f7d3abeda644ecc09a3d89235a78c52e7576ed32239893,2026-05-26T16:43:35+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022.
qhp_landscape,2025,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2025/med-ind-lndscp-in.pdf,data\raw\qhp_landscape\2025\med-ind-lndscp-in.pdf,pdf,200,True,166686,509bf60c87b9ff14f40355573515cdde07ac784a836b98fcaeb0e407dca199e2,2026-05-26T16:43:51+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022.
qhp_landscape,2026,QHP Landscape Individual Medical ZIP,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2026/individual_market_medical.zip,data\raw\qhp_landscape\2026\individual_market_medical.zip,zip,200,True,58433526,a29ca7d7468f72949718ee0eb51e67c544b7129a23e39e9a4d78c3eea7d514ea,2026-05-26T16:43:53+00:00,Official Data.HealthCare.gov QHP Landscape direct URL pattern; expected to fail before PY2022.
qhp_landscape,2026,QHP Landscape Individual Medical Instructions PDF,https://data.healthcare.gov/qhp-landscape-files,https://data.healthcare.gov/datafile/py2026/med-ind-lndscp-in.pdf,data\raw\qhp_landscape\2026\med-ind-lndscp-in.pdf,pdf,200,True,213191,fb2887a129986921859342f2c155f3e47db48b31ebff36f45974b3011497d14d,2026-05-26T16:44:06+00:00,Official Data.HealthCare.gov QHP Landscape instructions; expected to fail before PY2022.
health_plan_finder,2019,Health Plan Finder Q4 HIOS Data,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/files/document/2019q4-hios.xlsx,data\raw\health_plan_finder\2019\2019q4-hios.xlsx,xlsx,200,True,3424247,282feebc43db93b75b8b9d9d3386c5d8d248bb77960f1cca72008e3c0d4fff2e,2026-05-26T16:44:08+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,2019,Health Plan Finder Q4 RBIS Data,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/files/zip/2019q4.zip,data\raw\health_plan_finder\2019\2019q4.zip,zip,200,True,246111167,d88f530fcdbdc8b739299fe14a81071ca6bb9180f992c79af34aa237452f3a37,2026-05-26T16:44:11+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,2020,Health Plan Finder Q4 HIOS Data,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/files/document/2020q4-hios.xlsx,data\raw\health_plan_finder\2020\2020q4-hios.xlsx,xlsx,200,True,3470980,750eaeaa11ec7ce72b0b5e79444c34aa60227fd3a3fc97496832c739f487ed40,2026-05-26T16:44:54+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,2020,Health Plan Finder Q4 RBIS Data,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/files/zip/2020q4-rbis.zip,data\raw\health_plan_finder\2020\2020q4-rbis.zip,zip,200,True,252105803,eb4e7f5d585daab748e1c92bdd4f143c0920551953c009c58c00192823461fb4,2026-05-26T16:44:57+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,2021,Health Plan Finder Q4 HIOS/RBIS Data,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://downloads.cms.gov/files/2021q4-hios-rbis.zip,data\raw\health_plan_finder\2021\2021q4-hios-rbis.zip,zip,200,True,264634900,920e6d90be2ff694bc7cd2c2c35007ab7d1c6193fea2fc7329ee57533765d057,2026-05-26T16:45:44+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,metadata,Health Plan Finder Interface Control Document PDF,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/cciio/resources/data-resources/downloads/hios-rbis-icd-03-01-00.pdf,data\raw\health_plan_finder\metadata\hios-rbis-icd-03-01-00.pdf,pdf,200,True,356638,303c256e5c138f4e8a088108abae3ebac2235a4e48ff3080c7f652664545f09a,2026-05-26T16:46:34+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
health_plan_finder,metadata,Health Plan Finder Metadata Report XLSX,https://www.cms.gov/marketplace/resources/data/healthcaregov-plan-finder-data,https://www.cms.gov/cciio/resources/data-resources/downloads/metadata-report-for-puf.xlsx,data\raw\health_plan_finder\metadata\metadata-report-for-puf.xlsx,xlsx,200,True,42872,82311caa784d1544952e723085c51115d02cebfb84dd9dbdfce9170715f351a3,2026-05-26T16:46:37+00:00,Official CMS Health Plan Finder fallback for years without Data.HealthCare.gov QHP Landscape ZIPs.
