source_group,year,file_type,source_page_url,direct_download_url,local_path,file_format,http_status,download_success,file_size_bytes,checksum_sha256,date_downloaded,notes,container_member,sheet_name,column_name,column_normalized,candidate_roles
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 1                                                          (1 NOV to 3 NOV),week11novto3nov,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 2                                                                                       (4 NOV to 10 NOV),week24novto10nov,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 3                                                                                       (11 NOV to 17 NOV),week311novto17nov,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 4                                                                                       (18 NOV to 24 NOV),week418novto24nov,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 5                                                                                       (25 NOV to 1 DEC),week525novto1dec,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 6                                                                                       (2 DEC to 8 DEC),week62decto8dec,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Week 7                                                                                       (9 DEC to 15 DEC),week79decto15dec,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(4) by Week,Final Snapshot‡,finalsnapshot,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(5) by Premium and FA,State Name,statename,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(5) by Premium and FA,State Abbr.,stateabbr,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(5) by Premium and FA,Platform,platform,
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(5) by Premium and FA,Total Number of Consumers Who Have Selected an Exchange Plan,totalnumberofconsumerswhohaveselectedanexchangeplan,total_plan_selections
oep_puf,2019,State-Level OEP PUF,https://www.cms.gov/data-research/statistics-trends-and-reports/marketplace-products/2019-marketplace-open-enrollment-period-public-use-files,https://www.cms.gov/research-statistics-data-and-systems/statistics-trends-and-reports/marketplace-products/downloads/2019oepstatelevelpublicusefile.zip,data\raw\oep_puf\2019\2019oepstatelevelpublicusefile.zip,zip,200,True,205186,638d31007b4b0165828227feb85cae162d9bffb3d5fb00026b8077d8a6fe365c,2026-05-26T16:38:03+00:00,Discovered from official CMS OEP PUF page.,2019 OEP State-Level Public Use File.xlsx,(5) by Premium and FA,Average Premium  ,averagepremium,premium
