state_name,state_abbr,state_fips,cms_reporting_year,cms_reporting_month,sipp_month_same,sipp_month_plus1,renewals_due,renewed_total,ex_parte_renewed,form_renewed,ineligible_terminations,procedural_terminations,pending_renewals,renewal_success_rate_due,termination_rate_due,procedural_burden_due,procedural_share_terminations,ex_parte_rate_due,ex_parte_rate_renewed,form_rate_due,form_rate_renewed,pending_rate_due,completion_rate_due,burden_index_simple,metric5_identity_gap,metric5_identity_gap_rate,metric5a_identity_gap,metric5a_identity_gap_rate
Alabama,AL,01,2023,10,10,11,104021.0,69994.0,39256.0,30738.0,4562.0,29449.0,16.0,0.6728833600907509,0.32696282481422023,0.2831062958441084,0.8658669254064861,0.3773853356533777,0.560848072691945,0.2954980244373732,0.43915192730805497,0.0001538150950288884,0.9998461849049711,-0.10446503841201567,0.0,0.0,0.0,0.0
Alabama,AL,01,2023,11,11,12,94633.0,63556.0,33338.0,30218.0,3989.0,26868.0,220.0,0.6716050426384031,0.32607018693267675,0.28391787220102926,0.870726253362284,0.35228725708790803,0.5245452829001196,0.31931778555049506,0.4754547170998804,0.002324770428920144,0.9976752295710799,0.21309394910741833,0.0,0.0,0.0,0.0
Alabama,AL,01,2023,12,12,13,103109.0,68551.0,40593.0,27958.0,4502.0,29881.0,175.0,0.6648401206490219,0.33346264632573297,0.28980011444199827,0.8690631998371288,0.3936901725358601,0.5921576636372919,0.2711499481131618,0.40784233636270806,0.001697233025245129,0.9983027669747548,-0.2854575726959423,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Arkansas,AR,05,2023,4,4,5,135399.0,64422.0,47118.0,17304.0,9193.0,59707.0,2077.0,0.4757937650942769,0.5088663874917836,0.4409707604930613,0.8665747460087083,0.34799370748676134,0.7313961069199962,0.12780005760751556,0.2686038930800037,0.01533984741393954,0.9846601525860604,0.20411550065247883,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,5,5,6,99266.0,46188.0,29432.0,16756.0,14234.0,37194.0,1650.0,0.4652952672617009,0.5180827272177785,0.37469022626075393,0.7232247024966945,0.29649628271512907,0.6372217892093185,0.16879898454657183,0.36277821079068157,0.016622005520520622,0.9833779944794794,0.2638966296347956,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,6,6,7,128604.0,59495.0,33845.0,25650.0,17561.0,47993.0,3555.0,0.4626216913937358,0.5097353114988648,0.37318434885384594,0.7321139823656833,0.26317221859351186,0.5688713337255231,0.19944947280022393,0.4311286662744768,0.02764299710739946,0.9723570028926005,0.7534885263533262,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,7,7,8,127233.0,59403.0,36466.0,22937.0,20898.0,46298.0,634.0,0.4668835915210676,0.528133424504649,0.3638835836614715,0.688999345199119,0.286608034079209,0.6138747201319799,0.18027555744185864,0.38612527986802014,0.004982983974283401,0.9950170160257166,0.17769571975134896,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,8,8,9,94593.0,57906.0,32357.0,25549.0,8083.0,27204.0,1400.0,0.6121594621166471,0.3730402883934329,0.2875899908027021,0.7709354719868506,0.3420654805323861,0.5587849272959624,0.270093981584261,0.4412150727040376,0.014800249489919972,0.98519975051008,0.08955800879333152,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,9,9,10,83078.0,49477.0,27349.0,22128.0,7103.0,24670.0,1828.0,0.5955487614049447,0.38244782012085027,0.2969498543537399,0.776445409624524,0.32919665856183344,0.5527618893627342,0.2663521028431113,0.4472381106372658,0.022003418474204964,0.977996581525795,0.2771178788925387,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,10,10,11,38547.0,31305.0,24170.0,7135.0,1320.0,5425.0,497.0,0.812125457234026,0.17498119179183855,0.14073728175992944,0.8042994810971089,0.6270267465691234,0.7720811371985306,0.18509871066490258,0.22791886280146942,0.012893350974135472,0.9871066490258645,-2.9737068142880796,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,11,11,12,33185.0,28710.0,23252.0,5458.0,944.0,3220.0,311.0,0.865149917131234,0.1254783787855959,0.09703179147205063,0.7732949087415946,0.7006780171764352,0.8098920236851271,0.16447189995479886,0.19010797631487286,0.009371704083170108,0.9906282959168299,-3.833325377423077,0.0,0.0,0.0,0.0
Arkansas,AR,05,2023,12,12,13,43579.0,38394.0,33613.0,4781.0,1110.0,3942.0,133.0,0.8810206750958031,0.11592739622295142,0.09045641249225544,0.7802850356294537,0.7713118703962918,0.8754753346877117,0.10970880469951123,0.12452466531228838,0.003051928681245554,0.9969480713187544,-4.675439584415065,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Arizona,AZ,04,2023,4,4,5,230588.0,162693.0,149144.0,13549.0,19888.0,48007.0,0.0,0.7055570975072424,0.2944429024927576,0.20819383489166826,0.7070771043523087,0.6467986191822644,0.9167204489437161,0.05875847832497788,0.08327955105628392,0.0,1.0,-3.60175622021211,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,5,5,6,207542.0,130592.0,108167.0,22425.0,19782.0,57168.0,0.0,0.6292316735889603,0.3707683264110397,0.27545267945765195,0.7429239766081871,0.5211812548785306,0.8282819774565058,0.1080504187104297,0.17171802254349425,0.0,1.0,-2.160027616460498,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,6,6,7,232626.0,159426.0,138226.0,21200.0,21113.0,52087.0,0.0,0.6853318201748729,0.314668179825127,0.22390876342283322,0.7115710382513661,0.5941984129031149,0.8670229448145221,0.0911334072717581,0.1329770551854779,0.0,1.0,-3.0078600649316183,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,7,7,8,223281.0,168663.0,148166.0,20497.0,16869.0,37749.0,0.0,0.7553844706894004,0.24461552931059966,0.16906498985583188,0.6911457761177634,0.6635853476113059,0.8784736427076478,0.09179912307809442,0.1215263572923522,0.0,1.0,-3.739921552948412,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,8,8,9,223149.0,181807.0,161345.0,20462.0,15226.0,26116.0,0.0,0.8147336532989169,0.18526634670108313,0.11703391007801962,0.6317062551400513,0.7230370738833695,0.8874520783028156,0.09169657941554746,0.11254792169718437,0.0,1.0,-4.408968867862526,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,9,9,10,229553.0,184093.0,164350.0,19743.0,13004.0,32456.0,0.0,0.801962945376449,0.19803705462355098,0.14138782764764565,0.7139463264408271,0.715956663602741,0.8927552921621137,0.08600628177370803,0.10724470783788628,0.0,1.0,-4.235370312054088,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,10,10,11,201840.0,169361.0,152595.0,16766.0,10719.0,20764.0,996.0,0.839085414189457,0.1559799841458581,0.1028735632183908,0.659530540291586,0.7560196195005945,0.9010043634603008,0.08306579468886247,0.09899563653969923,0.0049346016646848985,0.9950653983353152,-4.674806785131659,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,11,11,12,159233.0,138635.0,127429.0,11206.0,7001.0,13597.0,0.0,0.8706423919664894,0.12935760803351065,0.0853905911463076,0.6601126322943975,0.8002675324838444,0.9191690410069607,0.07037485948264494,0.08083095899303927,0.0,1.0,-5.161205815571455,0.0,0.0,0.0,0.0
Arizona,AZ,04,2023,12,12,13,200682.0,178630.0,164339.0,14291.0,8072.0,13980.0,0.0,0.8901147088428459,0.1098852911571541,0.06966245104194696,0.6339561037547615,0.8189025423306525,0.9199966411017186,0.07121216651219342,0.08000335889828136,0.0,1.0,-5.360574854422112,0.0,0.0,0.0,0.0
California,CA,06,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
California,CA,06,2023,4,4,5,,,,,,,,,,,,,,,,,,,,,,
California,CA,06,2023,5,5,6,,,,,,,,,,,,,,,,,,,,,,
California,CA,06,2023,6,6,7,1022294.0,675935.0,358921.0,317014.0,48344.0,194912.0,103103.0,0.6611943335283197,0.23795111778020805,0.19066139486292594,0.8012628671029697,0.35109371668032874,0.530999282475386,0.3101006168479909,0.46900071752461403,0.10085454869147231,0.8991454513085276,0.6032649777158476,0.0,0.0,0.0,0.0
California,CA,06,2023,7,7,8,1035947.0,637036.0,346329.0,290707.0,46085.0,189293.0,163533.0,0.6149310727286241,0.22721046540025697,0.18272459884530773,0.804208549652049,0.3343115043530219,0.5436568733949102,0.2806195683756022,0.4563431266050898,0.15785846187111888,0.8421415381288812,1.0765716014663336,0.0,0.0,0.0,0.0
California,CA,06,2023,8,8,9,995322.0,614842.0,352779.0,262063.0,58505.0,167002.0,154973.0,0.6177317491223946,0.2265668798640038,0.16778690715165545,0.7405623772211062,0.3544370565505434,0.5737717982831362,0.2632946925718511,0.4262282017168638,0.15570137101360162,0.8442986289863984,0.7243191506368307,0.0,0.0,0.0,0.0
California,CA,06,2023,9,9,10,1026909.0,609338.0,360021.0,249317.0,60845.0,153911.0,202815.0,0.5933709802913403,0.20912855958999288,0.14987793465633273,0.7166784629998696,0.35058705299106346,0.5908395668742144,0.24278392730027684,0.4091604331257857,0.1975004601186668,0.8024995398813332,0.9495173929233545,0.0,0.0,0.0,0.0
California,CA,06,2023,10,10,11,1012026.0,611674.0,377976.0,233698.0,60305.0,136876.0,203171.0,0.6044054204141001,0.19483787965921825,0.13524948963761801,0.6941642450337507,0.3734844756952885,0.6179370056598776,0.23092094471881158,0.38206299434012236,0.20075669992668171,0.7992433000733182,0.68672659314196,0.0,0.0,0.0,0.0
California,CA,06,2023,11,11,12,1013058.0,538201.0,300776.0,237425.0,65446.0,168495.0,240916.0,0.5312637578499948,0.23092557385658077,0.16632315227755962,0.7202457029763915,0.2968990916610895,0.5588544056960132,0.23436466618890528,0.4411455943039868,0.23781066829342445,0.7621893317065755,1.7339569619158475,0.0,0.0,0.0,0.0
California,CA,06,2023,12,12,13,1208535.0,913640.0,781853.0,131787.0,59188.0,72143.0,163564.0,0.7559896899965661,0.10866958755849024,0.05969458890309341,0.5493219422680098,0.6469427861005267,0.8557560964931483,0.10904690389603942,0.1442439035068517,0.13534072244494366,0.8646592775550563,-2.7854789674605085,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Colorado,CO,08,2023,4,4,5,,,,,,,,,,,,,,,,,,,,,,
Colorado,CO,08,2023,5,5,6,119563.0,68131.0,28670.0,39461.0,19557.0,31609.0,266.0,0.5698334769117537,0.4279417545561754,0.2643710847001163,0.6177735214791072,0.23978990155817434,0.42080697479854984,0.3300435753535793,0.5791930252014501,0.0022247685320709583,0.997775231467929,0.6825218034764025,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,6,6,7,127475.0,63060.0,30294.0,32766.0,19475.0,44648.0,292.0,0.49468523239850953,0.5030241223769366,0.3502490684447931,0.6962868237605851,0.23764659737203372,0.48039961941008563,0.2570386350264758,0.5196003805899143,0.002290645224553834,0.9977093547754462,0.8166430429019955,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,7,7,8,136582.0,64755.0,30437.0,34318.0,20833.0,50641.0,353.0,0.47411079058733946,0.5233046814367925,0.3707736012066012,0.7085233791308727,0.22284781303539267,0.4700332020693383,0.2512629775519468,0.5299667979306617,0.002584527975867977,0.997415472024132,1.0018634535096111,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,8,8,9,129894.0,62167.0,29401.0,32766.0,20750.0,46725.0,252.0,0.478597933699786,0.5194620228801946,0.3597163841285972,0.6924786958132642,0.22634609758726346,0.47293580195280455,0.2522518361125225,0.5270641980471955,0.0019400434200194004,0.9980599565799806,0.9031344127304659,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,9,9,10,140310.0,75028.0,29368.0,45660.0,27447.0,36689.0,1146.0,0.5347302401824532,0.4571021309956525,0.2614852825885539,0.5720500187102407,0.20930796094362483,0.3914272005118089,0.3254222792388283,0.6085727994881911,0.008167628821894377,0.9918323711781056,0.8437511652103533,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,10,10,11,147244.0,74861.0,34649.0,40212.0,26818.0,44576.0,989.0,0.5084146043302273,0.48486865339164925,0.3027355953383499,0.624366193237527,0.2353168889734047,0.462844471754318,0.2730977153568227,0.537155528245682,0.006716742278123387,0.9932832577218766,0.6409919525898818,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,11,11,12,149355.0,76184.0,36733.0,39451.0,23395.0,48662.0,1114.0,0.5100867061698637,0.48245455458471426,0.3258143349737203,0.6753264776496385,0.24594422684208764,0.48216160873674263,0.2641424793277761,0.5178383912632574,0.007458739245421981,0.992541260754578,0.7060257464218753,0.0,0.0,0.0,0.0
Colorado,CO,08,2023,12,12,13,155818.0,81569.0,40696.0,40873.0,25146.0,47483.0,1620.0,0.5234889422274706,0.4661143128521737,0.3047337278106509,0.6537746630133968,0.2611765007893825,0.498915028993858,0.262312441438088,0.501084971006142,0.0103967449203558,0.9896032550796442,0.4988184892646607,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Connecticut,CT,09,2023,4,4,5,85332.0,58926.0,39904.0,19022.0,2749.0,20461.0,3196.0,0.6905498523414428,0.27199643744433505,0.2397810903295364,0.8815596725549332,0.46763230675479306,0.6771883379153515,0.22291754558664978,0.32281166208464857,0.0374537102142221,0.9625462897857779,-0.9329047952904298,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,5,5,6,104755.0,76995.0,59859.0,17136.0,6380.0,20404.0,976.0,0.7350007159562789,0.25568230633382655,0.19477829220562265,0.7617980884109916,0.5714190253448522,0.7774400935125657,0.16358169061142666,0.22255990648743426,0.009316977709894515,0.9906830222901055,-2.5003270822113994,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,6,6,7,85764.0,67011.0,49759.0,17252.0,4617.0,12083.0,2053.0,0.7813418217433888,0.19472039550394105,0.14088661909425867,0.7235329341317365,0.5801851592742876,0.742549730641238,0.20115666246910124,0.257450269358762,0.02393778275267012,0.9760622172473299,-2.508603190258186,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,7,7,8,125381.0,87744.0,62620.0,25124.0,9189.0,25285.0,3163.0,0.6998189518348075,0.27495394038969223,0.2016653240921671,0.7334512966293438,0.4994377138481907,0.7136670313639679,0.2003812379866168,0.2863329686360321,0.025227107775500274,0.9747728922244997,-1.6642482208166833,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,8,8,9,106875.0,81167.0,61625.0,19542.0,6094.0,17525.0,2089.0,0.7594573099415205,0.22099649122807016,0.1639766081871345,0.7419873830390787,0.5766081871345029,0.7592371283896164,0.18284912280701754,0.24076287161038354,0.019546198830409357,0.9804538011695907,-2.499740735368089,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,9,9,10,91541.0,74308.0,60514.0,13794.0,5182.0,6308.0,5743.0,0.8117455566358244,0.1255175276651992,0.06890901344752624,0.5489991296779808,0.6610589790367158,0.8143672282930505,0.15068657759910858,0.18563277170694945,0.06273691569897641,0.9372630843010236,-3.331539384995833,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,10,10,11,89758.0,74845.0,65357.0,9488.0,4758.0,5341.0,4814.0,0.8338532498495956,0.11251364780855189,0.05950444528621404,0.5288642439845529,0.7281467947146772,0.8732313447792104,0.10570645513491833,0.12676865522078964,0.053633102341852534,0.9463668976581474,-4.141312470104584,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,11,11,12,105291.0,86649.0,75479.0,11170.0,6059.0,9218.0,3365.0,0.822947830298886,0.14509312286900114,0.08754784359536902,0.6033907180729201,0.716860890294517,0.8710891066255814,0.10608694000436884,0.12891089337441863,0.031959046832112904,0.9680409531678871,-4.1277869232241216,0.0,0.0,0.0,0.0
Connecticut,CT,09,2023,12,12,13,104702.0,85051.0,71268.0,13783.0,4959.0,12446.0,2246.0,0.8123149510038012,0.1662336918110447,0.11887069970010124,0.7150818730249928,0.6806746767014957,0.8379442922481805,0.1316402743023056,0.1620557077518195,0.021451357185154056,0.978548642814846,-3.666380807667088,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,DC,11,2023,4,4,5,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,DC,11,2023,5,5,6,14504.0,10761.0,9522.0,1239.0,77.0,3285.0,381.0,0.7419332597904027,0.2317981246552675,0.2264892443463872,0.9770969660916121,0.6565085493656923,0.884862001672707,0.08542471042471042,0.115137998327293,0.02626861555432984,0.9737313844456702,-3.0248955431100377,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,6,6,7,21620.0,14712.0,11654.0,3058.0,390.0,5613.0,905.0,0.6804810360777058,0.2776595744680851,0.2596207215541166,0.935032483758121,0.5390379278445884,0.7921424687330071,0.14144310823311748,0.20785753126699294,0.04185938945420906,0.9581406105457909,-1.6469559349691396,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,7,7,8,31414.0,16149.0,11066.0,5083.0,1267.0,12395.0,1603.0,0.5140701598013625,0.43490163621315336,0.3945693003119628,0.9072610159566681,0.3522633220856943,0.6852436683385968,0.16180683771566817,0.3147563316614032,0.05102820398548418,0.9489717960145159,0.49044706689839346,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,8,8,9,28511.0,15463.0,8893.0,6570.0,1432.0,6362.0,5254.0,0.5423520746378591,0.2733681736873487,0.2231419452141279,0.8162689248139594,0.3119146995896321,0.5751147901442152,0.230437375048227,0.42488520985578476,0.18427975167479219,0.8157202483252078,1.4360310674657428,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,9,9,10,17621.0,13067.0,9814.0,3253.0,201.0,2622.0,1731.0,0.7415583678565348,0.16020657170421657,0.14879972759775267,0.9287991498405951,0.5569490948300323,0.7510522690747685,0.18460927302650246,0.2489477309252315,0.09823506043924862,0.9017649395607513,-1.5981226238974129,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,10,10,11,42847.0,32642.0,27291.0,5351.0,936.0,7100.0,2169.0,0.7618269657152192,0.18755105374938735,0.1657058837258151,0.8835241413638626,0.6369407426424254,0.8360700937442559,0.1248862230727939,0.16392990625574413,0.05062198053539338,0.9493780194646066,-2.8226752392074075,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,11,11,12,29785.0,18874.0,12031.0,6843.0,752.0,7874.0,2285.0,0.6336746684572772,0.289608863521907,0.2643612556656035,0.9128217018316717,0.4039281517542387,0.6374377450460952,0.22974651670303844,0.3625622549539048,0.07671646802081585,0.9232835319791841,0.053784210501228,0.0,0.0,0.0,0.0
District of Columbia,DC,11,2023,12,12,13,33661.0,29625.0,27225.0,2400.0,128.0,2992.0,916.0,0.8800986304625531,0.09268886842339799,0.0888862481803868,0.958974358974359,0.8087995009060931,0.9189873417721519,0.07129912955645999,0.0810126582278481,0.0272125011140489,0.9727874988859511,-4.856362956178989,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Delaware,DE,10,2023,4,4,5,,,,,,,,,,,,,,,,,,,,,,
Delaware,DE,10,2023,5,5,6,6420.0,4562.0,1404.0,3158.0,790.0,633.0,435.0,0.7105919003115265,0.22165109034267913,0.0985981308411215,0.4448348559381588,0.21869158878504674,0.3077597544936431,0.4919003115264797,0.6922402455063569,0.06775700934579439,0.9322429906542056,1.4473456139736274,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,6,6,7,23428.0,12861.0,4060.0,8801.0,2651.0,5381.0,2535.0,0.5489585111831996,0.3428376301861021,0.2296824312788117,0.669945219123506,0.17329690968072392,0.315683072855921,0.3756616015024757,0.684316927144079,0.10820385863069831,0.8917961413693017,2.285572435310197,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,7,7,8,23607.0,14215.0,4806.0,9409.0,2931.0,4258.0,2203.0,0.6021519040962426,0.30452831787181767,0.1803702291693142,0.5922937821671999,0.20358368280594738,0.33809356313753075,0.39856822129029523,0.6619064368624692,0.09331977803193968,0.9066802219680603,1.765448083511135,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,8,8,9,24566.0,16523.0,5323.0,11200.0,2312.0,370.0,5361.0,0.6725962712692339,0.10917528291134088,0.015061467068305788,0.13795674869500374,0.21668159244484247,0.32215699328209163,0.45591467882439146,0.6778430067179084,0.21822844581942522,0.7817715541805748,2.324828233207031,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,9,9,10,25112.0,16291.0,4934.0,11357.0,2718.0,4486.0,1617.0,0.6487336731443135,0.28687480089200385,0.17863969417011788,0.6227096057745697,0.1964797706275884,0.3028666134675588,0.4522539025167251,0.6971333865324413,0.06439152596368271,0.9356084740363173,1.8279274716103582,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,10,10,11,21427.0,14622.0,6115.0,8507.0,1888.0,3586.0,1331.0,0.6824100434031829,0.2554720679516498,0.16735893965557475,0.6550968213372306,0.28538759509030664,0.41820544385173025,0.39702244831287625,0.5817945561482697,0.06211788864516731,0.9378821113548327,0.9068585071210888,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,11,11,12,22142.0,14394.0,6443.0,7951.0,2369.0,4970.0,409.0,0.6500767771655677,0.3314515400596152,0.22446030168909764,0.6772039787436981,0.2909854575015807,0.4476170626649993,0.359091319663987,0.5523829373350007,0.01847168277481709,0.9815283172251829,0.5328974002509527,0.0,0.0,0.0,0.0
Delaware,DE,10,2023,12,12,13,20913.0,14620.0,7233.0,7387.0,1655.0,4637.0,1.0,0.6990866924879262,0.30086549036484483,0.22172811170085593,0.7369675778766688,0.3458614259073304,0.49473324213406294,0.3532252665805958,0.5052667578659371,4.781714722899632e-05,0.999952182852771,-0.0037095213771670826,0.0,0.0,0.0,0.0
Florida,FL,12,2023,3,3,4,,,,,,,,,,,,,,,,,,,,,,
Florida,FL,12,2023,4,4,5,606702.0,296278.0,81366.0,214912.0,91522.0,218902.0,0.0,0.48834188778016224,0.5116581122198377,0.36080645852494303,0.7051709919336134,0.13411196930288677,0.2746272082301082,0.3542299184772755,0.7253727917698918,0.0,1.0,2.042661428466933,0.0,0.0,0.0,0.0
Florida,FL,12,2023,5,5,6,408438.0,295774.0,109913.0,185861.0,46753.0,65910.0,1.0,0.7241588686655013,0.2758386829824845,0.16137088125982402,0.5850190390811535,0.2691057149432717,0.37161143305361527,0.45505315372222954,0.6283885669463848,2.448352014259202e-06,0.9999975516479858,0.6298917311188087,0.0,0.0,0.0,0.0
Florida,FL,12,2023,6,6,7,404036.0,306286.0,68835.0,237451.0,57228.0,40522.0,0.0,0.7580661129206309,0.24193388707936916,0.10029304319417082,0.4145473145780051,0.170368482016454,0.22474092841331306,0.5876976309041768,0.7752590715866869,0.0,1.0,1.579104566404287,0.0,0.0,0.0,0.0
